encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,1,0,0,1.329667,1
1,0,1,0,0,0,0,0,1,0,0,0.888933,0
0,0,0,0,0,0,1,0,1,0,0,1.5852,1
1,0,0,0,1,0,0,0,1,0,0,1.871133,1
1,0,0,0,1,0,0,0,1,0,1,2.400008,1
0,0,0,0,0,1,0,1,1,1,0,1.325933,1
0,0,0,0,1,0,0,0,0,0,0,0.888933,0
1,1,0,0,1,0,0,0,0,0,0,2.354333,1
1,1,0,0,1,0,0,0,0,1,0,0.888933,1
1,0,0,0,0,0,1,0,1,0,0,1.704467,1
0,0,0,0,1,0,0,1,0,0,1,1.2111,1
0,0,0,0,0,1,0,0,0,1,0,1.422233,1
0,0,0,0,0,1,0,0,1,1,0,1.899983,1
0,1,0,0,1,0,0,0,1,0,1,2.183342,1
0,0,0,0,1,0,0,0,1,0,0,1.133367,1
0,0,0,0,0,1,0,0,0,0,0,1.951867,1
1,0,0,1,0,0,0,0,1,1,0,1.844433,1
1,1,0,0,0,0,1,0,0,0,0,1.433333,1
0,1,0,0,0,1,0,0,0,0,0,1.4667,1
0,0,0,0,1,0,0,0,0,1,0,1.777783,1
1,0,0,0,0,0,1,1,0,0,0,1.588867,1
1,1,0,0,0,1,0,0,0,0,0,1.588867,1
