encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,1,0,0,0,1,0,0,1.714286,1
0,0,1,0,0,0,0,1,1,1,0,0.857143,1
0,0,0,0,0,1,0,1,0,1,0,0.857143,0
1,0,0,0,1,0,0,1,1,0,1,0.285714,1
0,0,1,0,0,0,0,0,0,0,0,0.285714,0
0,0,1,0,0,0,0,1,1,0,0,0.285714,1
1,0,0,0,0,1,0,1,0,0,0,0.285714,0
0,0,1,0,0,0,0,1,0,0,0,0.285714,0
0,0,0,0,0,0,1,1,1,0,0,0.285714,1
0,0,0,0,0,1,0,1,1,0,0,0.285714,0
0,0,0,0,1,0,0,0,1,0,0,1.571429,1
1,0,0,0,0,0,1,0,1,0,0,1.428571,1
0,0,0,0,0,1,0,1,0,0,0,1.428571,1
0,0,0,0,1,0,0,0,0,0,0,1.285714,0
0,0,0,0,0,0,1,0,1,0,0,1.857143,1
0,0,0,0,0,1,0,1,1,1,0,1.142857,1
0,0,0,0,1,0,0,1,1,0,1,1.428571,1
0,1,0,0,1,0,0,1,1,0,1,1.142857,0
0,0,0,0,1,0,0,0,0,1,0,1.571429,1
0,0,0,1,0,0,0,1,1,1,0,0.571429,1
1,0,0,0,1,0,0,0,1,0,1,1.571429,1
0,1,0,0,1,0,0,1,1,1,0,1.571429,1
0,1,0,0,1,0,0,0,1,0,1,1.428571,1
1,1,0,0,1,0,0,0,0,0,0,1.428571,1
0,0,0,0,1,0,0,0,1,0,1,0.857143,1
1,1,0,0,1,0,0,0,0,1,0,1.0,1
0,0,0,0,1,0,0,0,0,0,1,1.142857,1
