encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,1,0,0,0,1,0,1,0,3.73
0,0,0,0,0,1,0,1,1,1,0,3.81
1,1,0,0,1,0,0,0,0,0,1,3.95
0,0,0,0,1,0,0,0,1,1,1,5.02
1,0,0,0,1,0,0,1,1,0,1,5.17
0,0,0,0,1,0,0,1,0,1,0,6.71
1,0,0,1,0,0,0,0,0,1,0,7.11
0,1,0,0,1,0,0,0,1,0,0,7.46
0,1,0,0,0,1,0,0,1,1,0,7.54
0,0,1,0,0,0,0,0,0,0,0,7.55
1,0,0,0,0,1,0,1,1,1,0,8.24
1,0,0,0,0,1,0,1,1,1,0,8.24
0,1,0,0,0,0,1,1,1,1,0,41.04
0,0,0,0,0,0,1,0,0,1,0,44.79
0,1,1,1,0,1,1,1,0,1,0,87.20172167372804
1,1,1,1,1,0,1,1,0,1,1,87.20189005793877
0,1,1,0,0,1,1,1,1,1,0,87.2020446982173
0,1,1,0,1,1,0,0,0,0,1,87.2024254775365
0,0,0,0,1,0,1,0,1,1,0,87.20251382097727
1,0,1,0,0,1,0,0,0,0,0,87.20258577982548
