iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90,2.26554,1
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,90,1.9611,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,2.26554,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,90,1.1667,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,1.1667,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,1.1667,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,2.0037,1
1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,90,1.1667,0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,10,1.9611,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,90,2.0037,1
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,1.2833,1
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,1.8833,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.2833,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,1.2833,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.2833,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,1.97775,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,10,1.7333,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.7333,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.7333,1
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,10,1.7333,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,10,1.7333,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,1.6722,1
