NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,0,0,0,0,0,0,0,1,1,1,0,22,8,1,2.555556,1
0,0,0,0,1,0,0,0,0,0,0,1,1,8,8,1,2.571429,1
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,1,1.64,1
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,1,1.5,1
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,1.4,1
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,2,1.4,1
0,0,0,1,0,0,0,1,0,0,0,0,0,22,8,0,1.4,1
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,1.4,1
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,2,1.4,1
0,1,1,0,0,0,0,1,0,0,0,0,0,48,8,2,1.4,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,2.3,1
1,0,0,0,1,0,0,0,0,0,0,1,1,8,8,1,1.8,1
0,0,0,1,0,1,0,0,0,0,1,1,0,8,320,0,1.3,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,1,2.133333,1
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,1,1.6,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,2.1,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,2.1,1
1,1,0,0,0,0,1,0,0,1,0,1,0,22,8,0,2.0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,1,2.0,1
0,0,1,0,1,0,0,0,0,0,0,1,1,8,8,1,2.0,1
