iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.425933,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,90,2.046043,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.066667,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,10,1.44445,0
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,90,2.414286,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.582543,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,2.366667,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,10,1.1778,0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,90,1.874067,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,1.4222,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.623814,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,2.477783,1
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,1.2333,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.3111,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.37112,1
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.65555,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,1.3111,0
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.0889,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,90,1.4778,0
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,2.44075,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90,1.4778,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,2.261125,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.959267,1
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,90,1.5889,0
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,10,1.7,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,1.5889,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,90,1.93335,1
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,1.5111,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.0778,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.6889,0
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.6889,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.93335,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,90,1.8778,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,1.8778,1
