NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,0,0,0,0,0,1,1,0,0,1,8,8,0,2.43776,1
0,1,0,0,0,1,1,0,0,0,0,0,0,22,160,0,1.940733,1
0,1,1,0,0,0,0,1,0,0,0,0,0,22,8,0,1.3222,0
0,1,1,0,0,0,0,1,0,0,0,0,0,22,160,0,1.3222,0
1,0,1,0,0,0,0,0,0,1,1,1,1,22,160,0,1.3222,0
0,0,0,1,1,0,0,0,0,1,0,0,0,22,8,0,1.3222,0
0,0,1,1,1,0,0,0,0,1,0,1,0,22,8,0,1.3222,1
0,0,0,1,1,0,0,0,0,1,0,0,0,44,8,2,1.3222,1
0,0,0,0,0,0,0,0,1,1,0,1,1,22,8,0,1.3222,1
0,0,0,0,0,0,0,0,0,0,1,1,1,48,320,0,1.3222,1
1,0,1,0,0,0,0,0,1,1,0,0,1,8,8,0,2.6685,1
1,1,0,0,0,1,1,0,0,0,0,0,0,22,160,0,2.21665,1
0,1,0,0,0,1,1,0,0,0,0,1,0,22,160,0,2.6685,1
1,1,0,0,0,0,0,0,1,1,0,1,0,22,8,1,2.6685,1
1,0,0,1,0,0,0,1,0,0,0,1,0,22,8,0,2.6685,1
0,1,1,0,0,0,1,0,0,0,0,1,0,44,160,0,1.75,1
1,0,1,0,0,0,0,0,1,1,0,0,1,8,8,2,2.37775,1
1,1,0,0,0,0,1,0,0,0,0,1,0,22,160,0,1.9333,1
1,0,1,1,0,1,0,0,1,1,0,1,0,22,8,0,1.9333,1
1,0,0,1,0,0,0,0,1,1,0,0,0,8,8,0,2.0722,1
1,1,0,0,0,0,0,0,1,1,0,1,0,8,8,0,2.0722,1
1,1,1,0,0,0,0,0,1,1,0,1,0,22,8,0,2.0722,1
1,0,0,1,0,0,0,1,0,0,0,1,0,22,8,1,2.0722,1
1,1,0,0,0,0,0,0,1,1,0,1,0,22,8,0,2.0722,1
