encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,1,0,0,0,1.444467,1
1,1,0,0,0,1,0,0,0,0,0,1.9778,1
1,0,1,0,0,0,0,0,0,1,0,2.73336,1
0,1,0,0,0,0,1,0,0,1,0,2.503733,1
0,0,0,0,1,0,0,0,0,0,0,1.444467,1
0,1,0,0,1,0,0,0,0,0,0,2.77225,1
0,0,0,0,0,1,0,1,0,0,0,1.444467,1
0,1,0,0,0,1,0,0,0,0,0,2.503733,1
0,0,0,0,0,1,0,0,0,0,0,1.444467,1
0,0,1,0,0,0,0,1,0,0,0,1.444467,1
1,0,0,0,0,0,1,0,1,0,0,2.388917,1
0,0,0,0,1,0,0,0,0,1,0,1.5778,1
0,0,0,0,1,0,0,0,0,1,1,1.5778,1
0,0,0,0,0,1,0,0,0,1,0,1.5778,1
0,0,0,0,0,1,0,1,0,1,0,1.5778,1
0,0,0,0,0,0,1,0,1,0,0,2.200033,1
