encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,0,1,0,0,0,0,0,1,3.95
1,1,0,0,1,0,0,0,0,1,0,3.82
0,0,0,0,0,1,0,0,0,0,0,3.81
0,1,0,0,0,0,1,0,0,1,0,3.7
1,1,0,0,1,0,0,0,0,0,0,3.82
0,1,0,0,0,1,0,0,1,0,0,5.13
0,1,0,0,1,0,0,0,0,0,0,3.46
1,1,0,1,0,0,0,0,0,0,0,3.83
1,1,0,0,1,0,0,0,0,0,0,3.82
0,1,0,0,1,0,0,0,0,0,1,3.94
0,0,0,0,0,1,0,1,0,0,0,3.91
0,0,0,0,1,0,0,0,0,1,1,3.82
0,1,0,0,0,1,0,0,0,0,0,3.78
1,0,0,1,0,0,0,0,1,1,0,3.75
0,0,0,0,1,0,0,0,0,0,1,3.93
0,0,0,0,1,0,0,1,1,0,1,3.89
1,1,0,0,1,0,0,1,1,0,1,49.93
1,1,0,1,0,0,0,1,0,1,0,8.03
1,1,1,1,0,0,0,1,0,0,0,87.20306252925616
0,0,0,1,1,0,0,1,1,0,0,87.20456138482118
0,0,0,1,0,0,1,1,0,0,1,87.20629961147478
1,1,1,1,0,1,1,0,1,0,0,87.20699376497967
0,1,0,1,0,1,1,1,1,1,1,87.20112526633929
1,1,0,1,0,0,0,0,1,0,0,7.98
0,0,1,0,0,1,1,0,0,0,1,87.20503100194547
0,1,0,0,0,1,1,0,1,1,0,87.20446299456263
0,1,0,0,0,1,1,1,0,0,1,87.20775839868001
1,0,1,1,0,0,0,0,0,1,0,87.20720401415366
0,0,1,1,0,1,0,1,0,1,0,87.20411043628009
1,0,0,0,0,1,0,0,1,0,0,7.08
