NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,2.84444,1
1,0,1,1,0,1,0,0,0,1,1,1,0,8,160,0,2.84444,1
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,2,1.511067,1
1,0,1,1,0,1,1,0,0,1,0,1,0,22,8,0,2.148133,1
0,1,0,0,0,0,0,0,1,0,0,0,0,22,8,1,1.511067,1
1,0,1,1,0,0,0,0,1,1,0,1,0,22,8,2,1.511067,1
0,0,0,0,1,0,0,0,0,1,0,0,1,8,8,0,1.511067,1
1,0,1,1,0,1,0,0,0,1,1,1,0,22,160,0,1.511067,1
1,0,0,0,1,0,0,0,0,0,0,0,1,22,8,0,1.511067,1
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,2,1.511067,1
1,0,0,1,0,0,0,1,0,1,0,0,0,8,8,0,2.511117,1
0,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.511117,1
1,0,1,1,0,1,1,0,0,1,0,1,0,22,160,0,1.8,1
1,0,0,0,1,1,0,0,0,1,0,1,1,8,8,0,2.511117,1
1,0,0,1,0,0,0,0,1,1,0,0,0,8,8,0,2.222233,1
1,0,1,0,1,0,0,0,0,1,0,1,1,8,8,0,2.222233,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,2.222233,1
