NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,0.66
0,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,0.78
1,0,1,0,0,0,0,0,1,1,0,1,1,22,160,0,2.58
1,0,0,1,0,0,0,1,0,1,0,0,0,44,8,1,1.47
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,1,2.03
1,1,1,0,0,1,0,1,0,0,0,1,0,44,320,0,1.96
0,0,0,1,1,0,0,0,0,0,0,1,0,44,8,0,2.23
1,0,1,0,1,0,0,0,0,0,0,1,1,22,8,1,2.24
1,1,1,1,1,0,1,1,0,0,0,0,0,22,320,0,4.813049722056216
0,0,0,0,1,0,0,0,0,0,0,0,1,44,320,0,2.29
1,0,1,0,1,0,0,0,0,1,0,1,1,44,8,2,2.6
1,0,0,1,1,0,1,0,1,1,0,0,0,22,320,1,4.814640547605776
1,0,0,0,0,1,0,0,1,1,0,1,1,44,160,0,3.25
1,0,0,1,0,0,1,1,1,0,0,1,0,8,8,0,4.811465776959028
0,0,0,1,1,0,0,0,1,0,0,0,1,8,320,2,4.812432271236967
0,1,1,1,0,0,0,1,0,1,0,0,0,8,8,0,4.813601460825418
1,1,1,1,0,0,1,0,0,1,1,0,1,22,320,0,4.813071075514548
1,0,1,0,1,0,0,1,0,0,0,1,1,22,8,0,4.813062942956397
1,0,0,1,0,0,1,1,1,0,0,0,0,48,8,1,4.811053836663094
1,0,0,1,1,0,1,0,1,0,1,0,0,22,160,0,4.811104073682801
