encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,0,0,0,2.233317,1
1,0,0,0,0,0,1,1,0,0,0,1.199967,1
1,0,0,0,1,0,0,0,1,0,1,2.638875,1
0,0,0,0,0,1,0,1,1,1,0,1.985167,1
0,0,0,0,1,0,0,1,0,0,1,1.985167,1
0,0,0,0,1,0,0,0,0,0,0,1.199967,1
0,0,0,0,1,0,0,0,0,1,1,2.233317,1
0,0,0,0,1,0,0,0,0,1,0,2.233317,1
0,1,0,0,1,0,0,1,1,0,1,2.638875,1
1,1,0,0,1,0,0,0,0,1,0,2.233317,1
0,0,0,0,0,1,0,0,0,1,0,1.7111,1
0,1,0,0,1,0,0,0,1,0,1,1.7111,1
0,1,0,0,1,0,0,0,0,0,1,1.933333,1
0,0,0,0,0,1,0,1,0,0,0,1.933333,1
0,0,0,0,1,0,0,1,1,0,1,1.933333,1
0,0,0,0,1,0,0,0,1,0,0,1.933333,1
