NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,0,2.607143,1
0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,1,2.607143,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,1.916667,1
0,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,1.25,1
1,0,1,1,1,0,0,0,0,1,0,1,0,8,8,0,1.25,1
1,0,0,1,0,0,0,0,1,1,0,0,0,22,8,0,1.25,1
0,0,1,0,0,0,0,0,1,0,0,0,1,22,8,0,1.25,1
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,0,1.25,1
1,0,0,0,0,0,0,0,1,0,0,1,1,44,8,0,1.25,1
0,0,0,0,0,0,0,0,1,0,0,0,1,44,8,0,1.25,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,2.333333,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,0,2.333333,1
0,1,0,0,1,0,0,0,0,1,0,0,0,8,8,0,2.333333,1
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,1,2.333333,1
0,0,1,0,0,0,0,0,1,1,0,1,1,8,8,1,1.875,1
0,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,1.5,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,1.5,1
