iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,0.51
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,90,0.52
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,10,0.61
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,90,0.51
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,0.52
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,0.55
0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,90,0.54
0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,10,0.63
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0.54
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0.62
0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,90,0.7153930206693614
1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,90,0.7142695034116908
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,0.51
0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,90,0.7172481779394009
0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,90,0.7129016582347902
0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,10,0.7129922263799839
0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,90,0.7131383128446344
0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,10,0.7145724338814295
0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,10,0.7127153025255661
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,90,0.7126704263005158
1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,90,0.7119998770296502
0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,10,0.7167593429128878
1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,90,0.7164042522521055
0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,10,0.71711626185998
0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,90,0.7152313020283152
1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,90,0.7120896995205945
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,10,0.7119453732312038
0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,10,0.7142796701448302
0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,10,0.7110077161355823
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,10,0.7156528295977787
0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,90,0.7110672183616086
1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,10,0.7144809075489643
1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,10,0.7161482872104675
1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,90,0.7147956673471877
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,90,0.51
