iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,90,1.416667,0
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,90,2.222222,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,1.583333,1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,10,0.333333,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10,0.333333,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,90,0.333333,0
0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,90,0.333333,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,1.777778,1
0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,90,1.185185,0
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,10,0.333333,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.972222,1
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,1.805556,1
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,90,1.277778,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,0.888889,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,10,2.111111,1
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,2.177778,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,90,1.333333,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,1.5,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,1.944444,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.933333,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.2,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,90,2.138889,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,1.333333,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.444444,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,1.611111,1
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,1.555556,1
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,90,1.555556,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.111111,0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,1.851852,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,2.111111,1
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,2.111111,1
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10,2.111111,1
