auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,1,0,0,1,0,0,1,1,1,1.4111,0
1,0,0,1,1,0,0,0,0,1,0,0,2.3074,1
1,0,0,1,0,0,0,0,0,1,0,0,1.4111,0
1,0,1,1,1,0,0,0,0,1,0,1,2.3074,1
1,0,0,1,1,0,0,0,0,0,1,1,2.3074,1
1,1,1,1,1,0,0,0,0,1,1,0,2.3074,1
1,1,1,1,1,0,0,0,0,1,0,0,2.3074,1
0,0,1,1,1,0,0,0,0,1,0,0,2.25555,1
0,0,0,1,1,0,0,0,0,1,0,0,2.25555,1
1,1,1,1,0,1,1,1,0,1,0,1,1.4111,0
1,1,0,1,0,0,0,0,0,1,0,0,2.00555,1
1,1,0,1,1,0,0,0,0,1,0,0,2.00555,1
1,1,0,1,1,0,0,0,0,1,1,1,2.00555,1
1,1,1,1,1,0,0,1,0,0,0,1,2.00555,1
1,0,0,1,1,0,0,0,0,0,1,0,2.00555,1
0,0,0,0,0,1,1,0,0,1,1,0,1.85,1
1,0,0,0,0,0,1,0,0,1,1,0,1.85,1
1,0,0,0,1,0,1,0,0,1,1,0,1.85,1
0,0,1,0,0,0,0,0,0,1,0,0,1.85,1
0,0,0,1,0,1,0,0,0,0,0,0,1.85,1
0,0,0,1,0,0,0,0,0,1,0,0,1.85,1
0,0,0,1,1,0,0,0,0,0,0,0,1.85,1
0,0,0,1,1,0,0,1,0,1,0,1,1.85,1
