NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,1,2.930171,1
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,0,2.930171,1
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,2,2.944467,1
1,0,0,1,0,0,0,0,1,0,0,1,0,22,8,1,1.881467,1
1,0,1,1,0,0,0,0,1,1,0,1,0,48,8,2,1.4556,1
1,0,1,1,0,0,0,1,0,1,0,1,0,48,8,1,1.4556,1
0,1,1,0,0,0,0,0,1,1,0,1,0,44,8,0,1.4556,1
1,0,1,0,0,1,1,0,0,0,0,1,1,48,8,0,1.4556,1
1,0,1,0,0,0,0,1,0,1,0,1,1,44,8,0,1.4556,1
0,0,1,0,0,1,0,0,1,1,0,0,1,48,160,0,1.4556,1
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,0,2.675933,1
0,0,0,1,0,0,1,0,0,0,0,0,0,44,8,1,1.5944,1
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,2,2.1611,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,1,2.4667,1
0,1,1,0,0,1,0,0,1,1,0,0,0,8,160,0,2.4667,1
1,1,1,0,1,1,0,0,0,1,0,0,0,8,8,0,2.2056,1
