encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,0,1,0,0,1,0,0,9.94
1,1,0,0,0,1,0,0,0,0,0,10.17
1,0,0,1,0,0,0,0,1,1,0,10.22
0,1,0,0,0,1,0,0,0,0,0,10.13
0,0,0,0,0,1,0,0,0,0,0,10.19
1,1,0,0,1,0,0,0,0,0,0,10.28
0,0,0,1,0,0,0,1,1,0,0,10.3
1,1,0,1,0,0,0,0,0,0,0,10.03
0,0,0,0,0,1,0,1,0,0,0,10.7
0,0,1,0,0,0,0,0,1,0,0,15.21
0,1,1,0,0,0,0,1,0,0,0,10.27
1,1,0,0,1,0,0,0,0,1,0,10.13
1,1,0,0,0,1,0,1,0,0,0,10.62
0,0,0,0,1,0,0,0,0,0,0,10.74
0,0,0,0,0,1,0,0,0,1,0,10.23
0,0,0,0,1,0,0,0,0,1,0,10.26
0,0,0,0,1,0,0,0,1,0,1,10.31
0,1,0,1,0,0,0,1,0,0,0,8.85
0,1,0,0,1,0,1,1,0,0,0,314.9861276500939
1,0,0,1,0,0,1,0,1,0,1,314.987047360128
0,1,1,1,0,0,0,0,1,0,0,314.984945881948
0,0,1,0,1,0,0,0,1,0,1,314.9810779381477
0,1,1,1,1,1,1,1,0,0,1,314.986462581355
0,1,0,0,0,1,1,1,0,0,1,314.98788277730335
1,0,0,0,1,1,1,0,0,1,1,314.9877941471903
1,0,1,0,0,0,1,0,0,0,0,314.9883932995708
0,0,0,0,0,0,0,1,1,0,1,314.9855020110905
0,0,1,1,0,1,0,1,1,1,1,314.98723053862926
1,0,0,0,1,1,0,0,0,0,0,314.98144579468186
1,1,1,0,1,1,0,0,0,1,0,314.9882267748373
0,0,0,1,1,0,0,1,1,0,0,314.98408359149255
1,1,0,0,0,0,0,0,0,0,0,314.98446787619514
1,1,0,1,1,0,0,0,0,0,0,314.98564719426133
0,0,0,0,1,1,0,0,1,0,0,314.98640653307655
0,0,0,0,1,0,0,0,0,0,1,10.72
1,1,0,0,0,1,1,0,0,0,0,314.98111184914626
0,0,0,0,0,1,0,1,1,0,0,14.93
0,1,1,1,0,0,0,1,0,0,0,314.9819999654987
0,1,0,0,1,0,0,0,0,1,0,25.21
1,1,0,0,1,0,0,1,0,1,0,13.76
0,0,0,0,0,1,0,0,1,1,0,10.68
1,1,0,0,1,1,0,0,0,0,0,314.987579644579
0,1,0,0,0,1,1,0,0,0,0,314.98880442087597
0,0,0,0,0,1,0,0,0,1,1,314.9824683956139
0,1,1,0,0,1,0,0,0,0,0,314.98331345776825
0,1,0,0,1,0,0,0,1,1,0,270.72
0,1,0,1,1,0,0,0,0,1,0,314.9854116319593
1,1,0,1,0,0,0,1,0,0,0,28.69
0,0,0,1,0,0,0,0,1,0,0,24.34
1,1,0,0,0,1,0,0,1,0,0,15.19
1,1,0,0,1,1,0,1,1,0,0,314.9882411442978
1,1,0,0,0,1,0,0,0,1,0,18.34
0,1,0,0,0,0,0,0,0,0,0,314.9822357311933
0,1,1,0,0,0,0,0,0,1,0,165.44
0,1,0,1,0,0,0,0,1,0,0,14.83
1,1,1,0,0,0,0,1,0,0,0,229.98
1,1,0,1,0,0,0,0,1,1,0,13.74
0,1,0,1,0,0,1,0,0,0,0,314.98648899938945
1,1,0,1,0,0,0,0,0,1,0,14.7
0,0,0,0,0,0,0,1,0,0,0,314.9849498441154
0,1,0,1,0,0,0,1,1,0,0,186.47
1,0,0,0,0,1,0,0,0,1,0,13.54
0,1,1,0,1,0,0,0,0,0,0,314.98249706256064
0,1,0,0,0,1,0,0,1,0,0,15.68
0,0,1,0,1,0,0,0,0,1,0,314.98214131063827
0,0,0,0,1,0,0,0,1,0,0,9.33
1,1,0,1,0,1,0,1,1,0,0,314.9830154777716
0,0,1,0,0,1,0,0,0,0,0,314.98731249303336
0,1,1,0,0,0,0,0,0,0,0,25.2
0,0,0,0,0,1,0,0,1,0,1,314.9859317614613
1,1,1,0,1,0,0,0,0,0,0,314.9864501390845
1,1,0,0,1,1,1,0,0,0,0,314.9844071417017
1,0,0,0,0,0,0,1,0,0,0,314.9839984405129
1,1,0,1,1,1,1,1,0,0,0,314.98141607217735
0,0,0,0,0,0,1,0,0,1,0,162.87
0,0,0,1,1,0,0,1,1,0,1,314.9848281920808
1,0,0,1,1,0,0,0,1,0,1,314.98205458834286
0,0,0,0,0,0,0,0,0,0,0,314.9884219556984
1,1,0,1,0,1,0,0,0,0,0,314.98153276237645
0,1,0,1,0,1,0,0,0,0,0,314.9886309657345
0,1,0,0,1,0,0,0,0,0,0,10.5
0,0,1,0,1,0,1,0,0,1,0,314.98623276270513
1,1,0,0,0,0,0,0,1,0,0,314.98576405823115
0,0,1,0,1,0,0,0,1,0,0,314.98708113284835
0,1,0,0,0,1,0,1,0,1,0,15.62
0,1,0,0,0,0,0,1,1,0,1,314.9813118532131
0,1,0,0,0,1,1,1,1,0,0,314.9886040025557
0,1,0,0,0,0,0,1,0,0,0,314.98606218220283
1,0,0,1,0,0,1,0,0,1,0,314.9887598527581
0,1,0,0,0,0,0,1,0,0,1,314.98811647894996
