OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2.012933,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2.64336,1
1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1.851867,1
1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1.3222,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1.3222,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3222,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.3222,0
1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1.3222,0
0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1.3222,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.3222,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.41115,1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2.05,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2.601867,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.6167,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.601867,1
0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2.05,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7333,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7333,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7333,1
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1.7333,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2.2056,1
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2.2056,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2056,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.2056,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.2056,1
