id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
1310,1,all,3,0.0480231438853907,2,6,1,5,33.542837146684725,-4:4,spatial,1,2,4,umh,8,1,0,cbr,0,main,0.0827156355850961,45,0,26,9,9,2,35,1,1,0,2.83
980,1,"p8x8,b8x8,i8x8,i4x4",2,0.7274450170490016,1,3,0,-4,26.77212056764436,6:-6,none,1,156,2,dia,6,1,0,vbr,0,main,0.333248234461856,46,13,235,10,28,8,39,0,1,0,2.84
1047,0,none,1,1.82024868759546,2,15,1,-2,39.99158204942191,-5:5,temporal,1,423,0,hex,36,0,0,none,1,baseline,0.4750577984056717,35,10,127,5,5,4,59,2,0,2,3.1
1051,1,"p8x8,b8x8,i8x8,i4x4",3,0.4223640170739291,0,15,1,-2,39.99158204942191,-2:2,temporal,1,423,0,hex,36,0,0,none,1,baseline,0.4750577984056717,35,10,127,5,5,4,59,2,1,1,3.1
2104,0,"p8x8,b8x8,i8x8,i4x4",1,0.5343918991069392,1,14,0,-3,29.59714502294432,-5:5,spatial,1,491,0,hex,36,0,0,none,1,baseline,0.4750577984056717,35,10,127,5,5,4,50,2,0,2,3.1
2104,0,"p8x8,b8x8,i8x8,i4x4",1,0.5343918991069392,1,9,0,-3,29.59714502294432,-5:5,spatial,1,491,0,dia,40,0,1,none,0,high,0.622310141125423,46,9,132,12,46,3,33,0,0,2,4.71
1630,0,"p8x8,b8x8,i8x8,i4x4",1,0.5343918991069392,1,9,0,-3,29.59714502294432,-5:5,spatial,1,491,0,dia,40,0,1,none,0,high,0.622310141125423,46,9,132,12,38,3,49,0,0,0,4.71
165,0,none,1,1.3383959933183882,0,15,1,11,39.99158204942191,-5:5,temporal,1,427,0,dia,40,0,1,none,0,high,0.622310141125423,46,9,132,12,46,0,33,0,0,2,4.71
2255,0,none,0,0.2323911328890076,0,10,1,-2,28.260382569404623,2:2,auto,0,487,1,umh,39,1,0,none,0,main,0.5923601838025758,47,0,158,11,73,0,1,0,0,1,4.93
1047,1,none,1,1.82024868759546,0,4,0,-10,43.74221701351188,5:5,none,0,297,3,hex,58,1,0,vbr,0,main,0.428395996695526,50,1,226,6,52,0,48,1,0,1,5.18
911,1,p8x8,1,1.4090093734399498,2,1,1,6,15.363325647683611,3:-3,auto,1,476,3,hex,11,1,1,none,0,main,0.5523591103153561,33,8,214,15,7,1,17,1,0,2,6.03
88,0,p8x8,1,1.4090093734399498,2,1,1,6,15.363325647683611,3:-3,none,1,476,3,hex,11,0,1,none,0,main,0.5523591103153561,33,15,214,15,7,1,38,0,0,2,6.03
911,1,p8x8,1,0.9389887305922912,2,1,1,-4,15.363325647683611,3:-3,auto,1,476,3,hex,11,1,1,cbr,0,main,0.5523591103153561,33,8,214,15,7,1,17,1,0,2,6.03
1310,1,all,3,0.0480231438853907,2,6,1,5,33.542837146684725,-4:4,spatial,1,476,3,hex,52,1,1,none,0,main,0.5523591103153561,33,9,214,15,7,1,17,1,0,2,6.03
911,1,p8x8,1,1.4090093734399498,2,1,1,6,15.363325647683611,3:-3,auto,1,2,4,umh,8,1,0,cbr,0,main,0.0827156355850961,45,0,26,15,9,2,35,1,1,2,6.03
88,0,all,1,1.7457714685213577,0,7,0,-10,15.491715318229309,5:5,spatial,0,135,1,hex,48,0,0,cbr,0,baseline,0.427375819937407,49,5,182,8,81,3,18,0,1,0,6.4
1066,0,all,3,0.1220009320532331,0,5,0,-4,48.21564269041179,4:4,spatial,0,373,1,esa,48,0,0,cbr,1,baseline,0.427375819937407,49,5,182,8,79,3,18,0,1,0,6.4
911,1,all,1,1.7457714685213577,0,7,0,-10,15.491715318229309,5:5,spatial,0,135,1,hex,48,0,0,cbr,0,baseline,0.427375819937407,49,12,182,8,53,3,18,0,1,0,6.4
88,0,all,1,1.7457714685213577,0,7,0,-10,15.491715318229309,5:5,spatial,0,135,1,hex,48,0,0,cbr,0,main,0.427375819937407,49,1,182,8,29,3,0,0,1,2,6.4
912,0,none,2,1.3660627367456517,1,0,1,-3,49.49387571049876,2:-2,temporal,0,412,2,tesa,6,0,0,cbr,0,main,0.210089122191512,27,3,27,10,78,10,18,1,0,2,6.63
