NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,1.05
1,0,1,0,1,0,0,0,0,1,0,1,1,8,8,0,1.17
0,0,0,1,0,0,1,0,0,1,0,1,0,22,8,0,1.22
0,0,0,1,0,0,1,0,0,1,0,0,0,22,8,0,2.48
1,1,1,0,0,0,0,0,1,1,0,0,0,22,8,1,1.44
1,1,1,0,0,0,1,0,0,1,0,0,0,22,8,0,1.4
0,0,0,1,0,0,0,1,0,1,0,1,0,22,8,1,1.63
1,1,1,0,0,0,0,0,1,1,0,0,0,22,8,2,1.48
1,1,1,0,0,0,0,0,1,0,0,1,0,44,8,1,1.52
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,1,1.53
0,0,1,1,1,0,0,0,0,1,0,1,0,8,8,0,1.78
0,0,1,0,0,0,1,0,0,0,0,0,1,22,8,0,1.54
1,0,0,0,0,0,0,0,0,1,1,1,1,8,8,0,1.86
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,0,2.07
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,0,2.18
1,0,0,1,0,0,1,0,0,1,0,0,0,22,8,0,1.88
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,2.29
1,1,1,0,0,0,0,0,1,1,0,0,0,22,8,0,2.19
1,0,1,1,0,0,0,1,0,0,0,1,0,22,8,0,2.49
1,0,0,1,1,0,0,0,0,1,1,0,1,8,320,0,9.621667609777058
