encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,0,0,2.0,1
1,1,0,0,1,0,0,0,0,0,1,2.0,1
0,0,0,0,1,0,0,0,0,1,0,2.0,1
0,0,0,0,0,1,0,0,0,0,0,3.0,1
0,1,0,0,1,0,0,1,1,1,0,3.0,1
0,0,0,0,0,1,0,0,1,0,0,3.0,1
0,1,0,0,0,0,1,0,0,1,0,3.0,1
0,0,0,0,1,0,0,0,0,0,0,2.0,1
0,0,0,1,0,0,0,1,1,1,0,2.0,1
0,0,0,0,1,0,0,1,0,0,1,2.0,1
0,0,0,0,1,0,0,0,1,0,0,2.5,1
1,1,0,0,1,0,0,0,0,1,0,2.5,1
1,0,0,0,1,0,0,0,1,0,1,2.5,1
