iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,0.363636,0
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,1.4,0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,1.636364,1
0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,10,0.363636,0
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,90,0.363636,0
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,10,1.045455,0
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,10,0.636364,0
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,0.363636,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,90,0.363636,0
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,0.363636,0
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,1.818182,1
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,0.636364,0
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,90,1.227273,0
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,90,1.227273,0
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,0.636364,0
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,1.045455,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,2.151515,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.298701,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,1.454545,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.181818,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,1.484848,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.181818,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.306818,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.515152,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,90,1.575758,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90,1.872727,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,90,1.090909,0
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,1.090909,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,90,1.090909,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1.090909,0
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,1.772727,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.886364,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.060606,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.0,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,90,1.0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,90,1.787879,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.727273,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.863636,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.863636,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,90,1.545455,1
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,1.545455,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,90,1.545455,1
