id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
398,0,p8x8,1,0.3781154147396326,0,6,0,-11,49.644920281344696,-1:1,spatial,1,8,3,esa,10,0,1,cbr,1,high,0.8362550670036247,50,9,61,11,95,7,31,0,1,2,8.05
41,0,"p8x8,b8x8,i8x8,i4x4",0,0.6903940460662419,1,12,1,5,43.51075598609806,5:-5,spatial,0,388,1,dia,42,0,1,none,1,baseline,0.8427474030793797,26,3,4,11,87,0,46,2,1,2,7.34
914,1,"p8x8,b8x8,i8x8,i4x4",3,0.7629129009395013,0,7,0,-3,22.699859932403456,-1:1,temporal,1,442,4,tesa,62,1,1,none,1,baseline,0.5636771074987238,26,11,235,7,16,0,21,2,1,2,46.86
1188,1,all,3,0.2651583354485455,2,5,0,-6,22.6300202878622,5:-5,temporal,1,332,1,dia,62,1,0,none,1,high,0.2593644028367551,50,20,18,5,11,3,14,1,1,1,9.96
4,0,none,0,0.2247980434610287,2,12,1,-11,4.970835676683495,4:-4,none,0,104,3,tesa,12,1,0,cbr,1,main,0.0538341712410724,27,2,219,1,85,0,31,0,1,1,10.76
224,1,p8x8,1,0.8520082716211679,1,14,1,9,10.265237101190037,4:4,auto,1,378,4,tesa,49,1,1,vbr,0,baseline,0.8497455607985438,43,13,39,6,22,5,63,0,0,1,124.71
1762,0,all,1,1.9534211951819147,1,1,1,-5,1.4295047624665382,1:-1,auto,0,6,0,hex,20,1,1,none,1,high,0.6588903445470323,26,6,6,1,57,5,49,1,1,0,5.93
2046,1,p4x4,2,1.949458843569224,1,3,0,3,6.961693592672924,5:5,temporal,0,94,3,esa,12,0,0,none,1,high,0.1417166012578879,23,19,8,12,79,7,22,0,1,1,19.91
470,0,p4x4,0,0.7441959905678903,1,1,0,-12,46.20254914530367,3:-3,none,0,252,2,hex,25,1,0,vbr,0,baseline,0.5311705779453971,35,20,166,11,17,1,21,1,1,0,8.39
1610,0,p4x4,0,1.486282614504738,0,12,1,6,32.97203141177098,0:0,spatial,0,302,3,dia,22,1,1,none,0,main,0.2494158388034734,45,5,173,9,13,6,18,0,1,1,8.74
2118,0,none,2,1.4450264440200702,0,2,0,3,20.533401294486865,2:2,none,0,445,4,tesa,45,0,1,cbr,0,baseline,0.0675756478239162,24,10,247,10,85,11,59,0,0,0,56.48
1167,1,all,3,1.909376071168152,2,5,1,-1,33.31105081609164,-5:5,none,0,346,1,esa,49,1,0,none,0,main,0.9228146670423188,22,11,219,9,25,2,54,2,1,2,17.32
526,0,all,1,0.1227625610279524,0,0,1,-12,5.383722393306553,-6:6,none,0,295,0,tesa,21,1,1,none,1,main,0.7889239574935386,51,3,162,5,82,7,32,2,0,1,8.38
308,1,p8x8,3,1.0654271704629996,2,8,1,-9,45.061290920138205,-5:5,auto,0,18,1,esa,6,0,1,none,1,high,0.5908883711052472,27,9,202,14,28,6,56,0,0,0,11.09
502,0,none,0,1.2075906370613234,1,14,1,-12,41.58246580631636,-1:1,temporal,0,129,1,umh,9,0,0,cbr,1,baseline,0.1807270231675364,46,5,26,8,82,5,40,0,0,1,7.01
1691,0,p4x4,3,0.1522253691877485,2,8,0,-8,35.35021505295351,3:-3,auto,0,93,2,tesa,10,1,0,vbr,1,main,0.7715765377130241,44,15,250,6,93,10,30,1,0,0,50.14
1035,0,all,2,0.2597690928554347,0,15,0,-11,5.634771623297636,4:4,auto,1,77,0,dia,24,1,0,cbr,0,high,0.518934856101989,41,7,31,4,61,9,14,2,1,2,17.72
556,1,none,0,1.7382868095271908,1,3,1,-3,31.231218881035005,6:6,auto,0,170,2,dia,54,0,0,vbr,0,high,0.2339528584802118,25,0,148,9,17,4,42,2,1,0,18.63
917,0,"p8x8,b8x8,i8x8,i4x4",2,0.596452870533049,1,15,1,2,41.96758072844429,4:4,none,1,36,1,esa,47,1,1,none,0,main,0.6554685905556891,39,17,162,2,19,9,47,0,1,1,21.3
2378,0,p4x4,3,0.6488500240801576,0,12,0,-3,4.770184967694013,1:1,spatial,0,431,2,hex,16,0,1,cbr,0,baseline,0.6478075998755597,34,5,93,16,32,6,11,0,1,0,63.97
519,0,none,0,1.4737604284031651,2,12,0,11,15.010309567648354,0:0,auto,0,345,4,tesa,7,0,1,cbr,0,baseline,0.94721478966419,40,9,195,5,97,8,37,1,1,2,150.98
657,0,none,0,1.2075906370613234,2,14,1,3,44.90713584926058,4:-4,auto,1,401,1,tesa,25,0,1,vbr,1,high,0.50124701846916,43,4,183,9,3,1,1,2,1,2,17.74
772,1,"p8x8,b8x8,i8x8,i4x4",2,0.1104505062700333,2,10,0,-9,1.9726608834658976,5:-5,spatial,0,376,3,dia,55,0,0,cbr,0,high,0.8767920134496968,22,2,125,14,34,1,61,1,1,0,70.85
284,0,none,2,1.0968777803862997,2,12,1,-3,11.679900774715104,3:-3,temporal,1,222,1,dia,51,0,1,cbr,0,main,0.4057673539571756,35,17,134,14,40,1,12,0,1,2,18.21
777,1,none,3,1.0429460670983646,1,14,0,-4,23.780344080144086,-1:1,spatial,0,477,1,umh,25,1,1,cbr,1,main,0.5161572658526147,37,15,242,7,91,10,11,1,1,0,12.85
1180,1,all,0,0.3879806949504923,1,2,1,-4,9.64484194761264,4:4,temporal,1,332,1,umh,23,1,1,vbr,1,high,0.6554685905556891,48,9,187,14,37,6,42,1,1,2,15.33
90,0,none,1,1.1636243255741512,1,5,0,2,35.98701195494213,6:-6,spatial,0,46,4,dia,26,1,1,vbr,0,baseline,0.5663111544168118,50,6,28,9,26,5,21,1,0,1,10.17
1368,1,all,3,1.882244594662432,1,13,1,7,1.8485819477404148,2:-2,spatial,0,54,3,hex,55,1,0,cbr,1,high,0.1659687109006805,40,8,38,16,99,0,45,2,1,1,23.75
1660,0,p4x4,2,0.5840420073923976,0,6,0,-2,1.805838349181472,-6:6,temporal,0,133,3,tesa,51,0,1,cbr,0,main,0.206496826245575,27,12,247,6,49,0,24,1,1,2,12.08
841,0,all,2,1.9764779946136457,0,2,1,5,30.67779724178076,2:-2,spatial,0,371,1,hex,33,0,0,none,0,main,0.965548204926018,37,17,101,14,99,6,42,2,1,0,8.29
1188,1,all,3,0.2651583354485455,2,5,0,-6,22.6300202878622,6:6,temporal,0,252,2,hex,25,1,0,vbr,0,baseline,0.5311705779453971,35,20,166,11,17,1,21,2,1,0,8.39
470,0,p4x4,0,0.7441959905678903,1,1,0,-12,46.20254914530367,3:-3,none,1,332,1,dia,62,1,1,none,1,high,0.2593644028367551,50,1,18,5,11,3,14,1,1,1,9.96
308,1,none,3,1.0654271704629996,2,8,1,-9,45.061290920138205,-5:5,auto,0,18,1,esa,42,0,1,vbr,1,high,0.5908883711052472,27,9,202,14,28,6,56,0,0,0,10.99
41,0,"p8x8,b8x8,i8x8,i4x4",0,0.6903940460662419,1,14,0,5,43.51075598609806,5:-5,spatial,1,388,3,hex,42,0,1,none,1,baseline,0.5311705779453971,35,20,166,11,17,1,21,0,1,1,7.34
470,0,p4x4,0,0.7441959905678903,1,1,0,-12,45.07898870469035,3:-3,none,1,252,2,hex,25,1,1,vbr,0,main,0.8427474030793797,26,3,4,11,87,0,13,2,1,2,8.39
1180,1,all,0,0.3879806949504923,1,2,1,-4,9.64484194761264,4:4,none,1,332,1,umh,23,1,1,vbr,1,high,0.6554685905556891,48,9,80,14,37,5,49,1,1,0,8.53
1762,0,all,1,1.9534211951819147,1,1,1,-5,1.4295047624665382,1:-1,auto,0,6,0,hex,47,1,1,none,1,high,0.6588903445470323,26,6,6,1,57,6,42,1,1,2,5.93
841,0,all,2,1.9764779946136457,0,2,1,5,30.67779724178076,6:6,spatial,0,371,1,hex,33,0,0,none,0,main,0.965548204926018,37,17,101,14,99,5,21,1,1,1,8.29
90,0,p8x8,1,1.1636243255741512,1,5,1,2,35.98701195494213,6:-6,spatial,0,46,4,dia,26,0,1,vbr,0,baseline,0.5663111544168118,50,6,28,9,26,6,42,2,1,0,4.8
1035,0,all,2,0.2597690928554347,0,8,0,-11,5.634771623297636,4:4,temporal,1,77,0,dia,24,1,0,cbr,1,baseline,0.6588903445470323,26,6,6,1,57,6,49,1,1,0,17.64
1762,0,all,1,1.9534211951819147,1,1,1,-5,1.4295047624665382,1:-1,auto,0,6,0,hex,20,1,1,none,0,high,0.518934856101989,41,7,5,4,61,9,14,2,1,0,5.93
486,1,p8x8,3,1.0654271704629996,2,8,0,-6,22.6300202878622,5:-5,temporal,1,332,1,dia,62,1,0,none,1,baseline,0.2593644028367551,50,20,18,5,15,3,14,1,1,1,9.96
1188,1,all,3,0.2651583354485455,2,5,1,-9,45.061290920138205,-5:5,auto,0,18,1,esa,6,0,1,none,1,high,0.5908883711052472,27,9,202,14,28,6,56,0,0,0,14.62
470,0,p4x4,0,0.7441959905678903,1,1,0,-12,46.20254914530367,3:-3,temporal,1,252,2,hex,25,1,1,vbr,1,main,0.5161572658526147,37,15,242,7,91,10,8,1,1,0,8.39
777,1,none,3,1.0429460670983646,1,14,0,-5,23.780344080144086,-1:1,temporal,0,188,1,umh,25,1,0,cbr,1,baseline,0.5311705779453971,35,20,166,11,17,1,21,1,1,0,6.64
308,1,p8x8,3,1.0654271704629996,2,8,1,-9,45.061290920138205,-5:5,auto,0,18,1,esa,6,0,0,none,1,high,0.3106997627973999,27,17,202,14,28,6,18,2,1,1,29.91
1610,0,p4x4,0,1.486282614504738,0,12,1,-9,32.97203141177098,0:0,temporal,0,302,4,dia,22,1,1,none,0,main,0.1792117276422599,45,5,173,9,13,6,56,0,0,0,8.74
777,1,none,3,1.0429460670983646,1,14,0,-4,23.780344080144086,-1:1,temporal,0,477,1,hex,33,0,0,none,0,baseline,0.965548204926018,37,17,101,7,99,6,42,2,0,0,22.66
841,0,all,2,1.9764779946136457,0,2,1,1,30.67779724178076,2:-2,spatial,1,371,1,umh,25,1,1,cbr,1,main,0.5161572658526147,37,15,242,7,91,10,11,1,1,0,7.87
526,0,all,1,0.1227625610279524,0,0,0,-12,28.939176689564867,-6:6,none,0,295,0,tesa,21,0,1,none,1,baseline,0.5663111544168118,50,6,28,9,26,5,21,1,0,1,29.01
526,0,all,1,0.1227625610279524,0,0,1,-12,5.383722393306553,-6:6,none,0,295,0,tesa,21,1,0,none,1,main,0.7889239574935386,30,3,162,5,82,7,32,2,0,1,32.34
470,0,p4x4,0,0.7441959905678903,1,12,0,-12,45.07898870469035,3:-3,none,1,252,2,esa,25,1,1,vbr,1,main,0.8427474030793797,26,3,4,11,87,0,13,2,1,2,4.97
1762,1,all,1,1.9534211951819147,1,1,1,-5,10.976147592969168,6:6,spatial,0,371,0,hex,33,0,0,cbr,0,main,0.965548204926018,37,17,101,14,99,5,21,1,1,1,63.22
1438,0,all,2,1.2935425254610136,0,2,1,5,30.67779724178076,1:-1,auto,0,6,0,hex,20,1,1,none,1,high,0.6588903445470323,26,6,6,1,57,5,49,1,1,0,5.93
41,0,"p8x8,b8x8,i8x8,i4x4",0,1.1289155719796902,0,2,1,5,7.768111839228528,2:2,spatial,1,371,1,hex,33,0,0,none,0,main,0.965548204926018,37,17,101,4,99,5,21,1,1,1,149.86
841,0,p8x8,2,1.6238724768181867,0,14,0,5,43.51075598609806,5:-5,spatial,1,388,3,hex,42,1,1,cbr,1,baseline,0.5311705779453971,35,3,166,11,17,1,21,0,1,1,90.72
1440,0,p8x8,1,1.1636243255741512,1,5,1,-11,35.98701195494213,-3:3,spatial,0,468,4,dia,26,0,1,vbr,0,baseline,0.5663111544168118,50,6,28,5,94,6,42,2,1,0,4.8
1762,0,all,1,1.9534211951819147,0,1,1,-5,9.418681328915424,1:-1,auto,0,6,2,hex,25,1,0,vbr,0,baseline,0.5311705779453971,35,20,166,11,17,1,21,2,1,0,8.39
1188,1,all,3,0.2651583354485455,2,11,0,-6,22.6300202878622,-6:6,temporal,0,252,0,hex,47,1,1,none,1,high,0.6588903445470323,26,6,6,1,57,6,42,1,1,2,57.58
470,0,"p8x8,b8x8,i8x8,i4x4",0,0.6903940460662419,1,12,1,5,43.51075598609806,5:-5,spatial,1,388,1,dia,42,0,0,none,0,baseline,0.623709790865616,26,20,4,11,87,0,46,2,1,1,7.34
502,0,none,3,1.2075906370613234,1,14,0,-12,16.031059876266603,-1:1,temporal,0,129,1,umh,9,0,0,vbr,1,baseline,0.1807270231675364,46,5,26,8,82,9,33,0,0,2,36.73
1762,0,all,1,1.9534211951819147,1,1,1,-5,1.4295047624665382,1:-1,auto,0,6,3,dia,42,0,1,none,1,baseline,0.8427474030793797,26,3,4,10,87,0,46,2,1,2,5.93
41,0,"p8x8,b8x8,i8x8,i4x4",0,0.6903940460662419,1,12,1,5,43.51075598609806,5:-5,auto,0,388,0,hex,20,1,0,none,0,high,0.518934856101989,41,7,5,4,61,9,14,2,1,0,38.29
1762,1,"p8x8,b8x8,i8x8,i4x4",1,1.9534211951819147,1,1,1,-5,1.4295047624665382,1:-1,auto,0,6,4,hex,47,1,1,cbr,1,baseline,0.5311705779453971,35,20,126,11,17,1,21,1,1,0,20.66
777,1,none,3,0.7765067540206884,1,14,0,-5,23.780344080144086,-1:1,temporal,0,188,1,umh,25,1,1,none,1,high,0.6588903445470323,26,6,6,1,57,6,5,1,1,2,13.22
502,0,none,0,1.9534211951819147,1,1,1,-5,1.4295047624665382,1:-1,auto,0,6,0,hex,47,1,1,none,1,high,0.6588903445470323,26,6,6,1,57,11,42,1,1,2,5.93
1762,0,all,1,1.2075906370613234,1,14,0,-12,41.58246580631636,-1:1,auto,0,129,1,umh,9,0,1,cbr,1,baseline,0.1807270231675364,46,5,26,8,68,5,40,0,0,1,3.56
1762,1,all,1,1.9534211951819147,1,1,1,-5,1.4295047624665382,1:-1,spatial,1,388,3,hex,42,0,0,cbr,1,baseline,0.5311705779453971,35,20,166,11,57,1,21,0,1,1,117.0
41,0,"p8x8,b8x8,i8x8,i4x4",0,0.6903940460662419,1,14,0,5,43.51075598609806,5:-5,spatial,1,6,1,hex,20,1,1,none,0,high,0.6588903445470323,26,11,6,1,72,5,49,1,0,0,4.61
41,0,"p8x8,b8x8,i8x8,i4x4",0,0.6903940460662419,1,14,0,5,43.51075598609806,5:-5,spatial,1,435,3,hex,42,0,1,none,1,high,0.6588903445470323,26,6,6,1,57,6,42,1,1,2,7.34
1762,1,all,1,0.1268705957246806,1,1,1,-5,1.4295047624665382,1:-1,auto,0,6,3,dia,42,0,1,none,1,baseline,0.8427474030793797,26,3,211,10,87,0,46,2,1,2,12.3
1762,0,all,1,1.9534211951819147,1,1,1,-5,31.59368862677668,1:-1,auto,0,6,3,dia,42,0,1,none,1,baseline,0.8427474030793797,26,3,4,10,87,0,46,2,1,2,7.34
845,0,p8x8,1,1.1636243255741512,1,15,1,-11,35.98701195494213,-3:3,spatial,0,468,4,dia,30,0,1,vbr,0,high,0.1924882894062069,41,7,5,3,61,9,14,2,1,0,13.99
1762,0,all,1,1.9534211951819147,1,1,1,-10,1.4295047624665382,1:-1,auto,0,6,0,hex,20,1,1,vbr,0,baseline,0.5663111544168118,50,6,28,5,94,6,42,2,1,0,5.93
41,1,"p8x8,b8x8,i8x8,i4x4",0,0.6903940460662419,1,14,0,5,43.51075598609806,5:-5,spatial,1,6,2,hex,20,1,1,none,0,high,0.6588903445470323,26,11,6,1,72,5,49,1,0,2,9.1
