NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.933322,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,2.5,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,2.933322,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,2.548133,1
0,0,0,0,1,0,0,0,0,0,0,0,1,8,160,0,1.2889,1
1,1,1,0,0,0,1,0,0,1,0,0,0,22,8,0,1.2889,1
1,1,1,0,0,0,0,0,1,1,0,1,0,22,8,0,1.7111,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,320,0,1.2889,1
1,0,1,1,0,0,1,0,0,0,0,0,0,44,8,2,1.2889,1
0,0,1,0,0,0,1,0,0,1,0,1,1,44,8,1,1.2889,1
1,1,1,0,1,0,0,0,0,1,0,1,0,8,160,0,2.355533,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,160,0,2.738875,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,2.16665,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,0,2.16665,1
1,1,1,0,1,1,0,0,0,0,0,1,0,8,8,0,2.3111,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,2.0889,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.0889,1
