encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,1,0,0,0,1,0,1,1.992567,1
1,0,0,0,1,0,0,0,1,0,0,1.770333,1
0,1,0,0,0,1,0,0,0,0,0,1.237,1
0,1,0,0,1,0,0,1,1,0,1,2.255533,1
1,0,0,0,0,0,1,0,0,1,0,1.3148,1
0,0,0,1,0,0,0,1,1,0,0,2.12061,1
0,1,0,0,1,0,0,0,0,0,0,1.52775,1
0,1,0,0,1,0,0,0,1,0,1,1.999967,1
1,1,0,0,1,0,0,0,0,0,1,1.481467,1
1,1,0,0,1,0,0,0,0,1,0,1.9222,1
0,0,0,0,1,0,0,0,0,1,0,2.061092,1
1,1,0,0,1,0,0,0,0,0,0,1.588867,1
0,0,0,0,1,0,0,0,0,1,1,1.233333,1
1,0,0,0,0,0,1,1,0,0,0,1.4444,1
1,1,0,0,0,1,0,0,0,0,0,1.4444,1
0,0,0,0,1,0,0,0,1,0,1,1.4444,1
1,0,1,0,0,0,0,0,0,1,0,1.499967,1
