tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,dpi,resolution,quality,indexed,weight,selected
0.0,1.0,0.0,1.0,0.0,0.0,0.0,400.0,307200,0.1,8,2.00502,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,307200,0.1,1,1.674975,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,307200,0.1,1,1.410167,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,307200,0.9,2,0.9611,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,307200,0.1,2,1.410167,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,307200,0.9,2,2.464478,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,307200,0.1,2,0.9611,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,400.0,307200,0.1,1,0.9611,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,400.0,307200,0.1,1,0.9611,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,307200,0.1,2,0.9611,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,307200,0.1,1,2.4872,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,307200,0.1,2,2.40555,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,307200,0.1,2,1.61665,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,400.0,307200,0.9,2,2.3722,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,307200,0.1,1,1.851833,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,307200,0.1,2,2.224975,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,307200,0.1,2,1.2639,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,200.0,307200,0.9,2,2.224975,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,307200,0.1,1,1.7194,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,307200,0.1,8,1.9,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,200.0,307200,0.1,8,1.4694,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,307200,0.1,8,2.241633,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,307200,0.9,2,1.5944,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,307200,0.1,1,1.9,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,400.0,307200,0.9,1,2.124067,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,307200,0.9,2,2.19445,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,400.0,307200,0.1,4,1.8306,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,200.0,2073600,0.1,8,1.8306,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,307200,0.1,2,1.8306,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,307200,0.9,1,2.12775,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,307200,0.9,2,2.12775,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,400.0,307200,0.9,8,2.0583,1
