iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,90,2.39776,1
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,90,1.3444,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.882514,1
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,2.64776,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,90,1.3444,1
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,90,1.3444,1
0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,90,2.3444,1
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,10,1.3444,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10,1.3444,1
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10,1.3444,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,90,2.1611,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.638867,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,2.1611,1
1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,90,2.4111,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.3444,1
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,90,1.8444,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.8444,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2.0944,1
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,90,2.0944,1
