OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.3185,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.3963,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.125917,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1.388883,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.62222,1
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.444433,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.866633,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.288867,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1.911083,1
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.866633,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.261092,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.844417,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.729633,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.227767,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.244467,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2.055533,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.055533,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.233333,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.233333,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.233333,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.6444,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.966633,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1.6444,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.6444,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.788867,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.788867,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.788867,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.788867,1
