NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,0,2.62114,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,160,0,1.1667,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,320,0,1.1667,1
1,0,1,1,0,1,0,1,0,1,0,1,0,8,320,0,1.1667,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.882557,1
1,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,1.1667,1
1,1,1,0,1,0,0,0,0,1,0,0,0,8,8,0,2.866683,1
1,0,1,1,0,1,1,0,0,1,0,1,0,22,8,0,1.1667,1
1,1,1,0,1,0,0,0,0,1,0,1,0,8,8,1,1.1667,1
1,1,1,0,1,0,0,0,0,1,0,1,0,22,8,0,1.1667,1
0,1,1,0,1,0,0,0,0,0,0,0,0,8,8,0,2.668533,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.668533,1
1,1,1,0,1,0,0,0,0,1,0,1,0,8,160,0,2.1389,1
0,1,0,0,1,0,0,0,0,1,0,0,0,8,8,0,2.668533,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,2.44445,1
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,1,2.44445,1
