encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,0,1,0,2.25,1
1,0,1,0,0,0,0,0,1,0,0,1.766667,1
0,0,0,0,0,1,0,0,1,0,0,2.1,1
0,0,0,0,0,0,1,0,1,0,0,1.34,1
0,1,0,0,1,0,0,1,1,1,0,2.464286,1
1,1,0,0,1,0,0,0,0,0,0,2.133333,1
1,0,0,0,0,0,1,1,0,0,0,1.911111,1
1,0,0,0,0,0,1,0,0,1,0,1.82,1
0,0,0,0,1,0,0,0,0,1,1,0.8,0
0,0,0,0,0,1,0,1,1,1,0,1.9,1
0,0,0,0,1,0,0,0,0,0,1,1.15,0
0,0,0,0,1,0,0,0,1,0,0,1.433333,1
1,0,1,0,0,0,0,0,0,1,0,1.266667,0
1,1,0,0,1,0,0,0,0,1,0,1.3,1
0,0,0,0,0,1,0,0,0,1,0,1.55,1
0,1,0,0,0,1,0,0,0,0,0,1.466667,1
1,0,0,0,1,0,0,0,1,0,1,1.75,1
1,0,0,0,0,0,1,0,1,0,0,1.75,1
0,0,0,0,0,1,0,0,0,0,0,1.45,1
0,0,0,0,1,0,0,0,0,0,0,1.0,0
0,1,0,0,1,0,0,0,1,0,1,1.9,1
1,1,1,0,0,0,0,0,0,1,0,1.9,1
0,1,0,0,0,0,1,0,0,1,0,1.6,1
0,0,0,0,1,0,0,0,1,0,1,1.3,1
