encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,workload
0,0,0,0,0,1,0,0,1,0,0,uiq2-8.bin
0,1,0,0,1,0,0,1,1,1,0,uiq2-8.bin
0,1,0,0,1,0,0,1,1,0,1,uiq2-8.bin
0,1,0,1,0,0,0,1,1,1,0,uiq2-8.bin
0,1,0,1,0,0,0,0,1,0,0,uiq2-8.bin
1,0,0,0,1,0,0,1,0,0,1,uiq2-8.bin
1,0,0,0,1,0,0,1,0,0,0,uiq2-8.bin
1,1,0,0,1,0,0,1,1,0,0,uiq2-8.bin
1,1,0,0,1,0,0,1,0,1,0,uiq2-8.bin
1,1,0,1,0,0,0,1,1,1,0,uiq2-8.bin
1,1,0,0,0,0,1,1,1,0,0,uiq2-8.bin
1,1,1,0,0,0,0,1,1,0,0,uiq2-8.bin
0,1,0,1,0,0,0,0,1,1,0,uiq2-8.bin
1,0,0,1,0,0,0,1,1,0,0,uiq2-8.bin
1,0,0,1,0,0,0,0,0,1,0,uiq2-8.bin
1,0,0,0,1,0,0,1,1,0,0,uiq2-8.bin
1,0,1,0,0,0,0,1,1,1,0,uiq2-8.bin
0,1,1,0,0,0,0,1,1,0,0,uiq2-8.bin
1,1,0,0,1,0,0,1,0,1,1,uiq2-8.bin
0,1,0,0,1,0,0,1,0,0,1,uiq2-8.bin
0,1,0,0,1,0,0,1,1,1,0,fannie_mae_500k.tar
0,1,0,0,1,0,0,1,1,1,0,fannie_mae_500k.tar
0,0,0,0,0,1,0,0,1,0,0,fannie_mae_500k.tar
0,0,0,0,0,1,0,0,1,0,0,fannie_mae_500k.tar
1,0,0,0,1,0,0,0,1,0,0,fannie_mae_500k.tar
1,0,0,0,0,0,1,0,0,1,0,fannie_mae_500k.tar
0,1,0,0,1,0,0,1,1,0,1,fannie_mae_500k.tar
0,1,0,1,0,0,0,1,1,1,0,fannie_mae_500k.tar
0,1,0,0,1,0,0,1,1,0,1,fannie_mae_500k.tar
0,1,0,1,0,0,0,1,1,1,0,fannie_mae_500k.tar
0,1,0,0,1,0,0,0,0,0,0,fannie_mae_500k.tar
0,1,0,1,0,0,0,0,1,0,0,fannie_mae_500k.tar
0,1,0,1,0,0,0,0,1,0,0,fannie_mae_500k.tar
0,1,0,0,0,1,0,1,1,1,0,fannie_mae_500k.tar
1,0,0,0,1,0,0,1,0,0,1,fannie_mae_500k.tar
1,0,0,0,1,0,0,1,0,0,1,fannie_mae_500k.tar
1,1,0,0,1,0,0,1,0,1,0,fannie_mae_500k.tar
1,1,0,0,1,0,0,1,0,1,0,fannie_mae_500k.tar
0,0,0,0,1,0,0,1,1,1,1,fannie_mae_500k.tar
1,0,0,0,1,0,0,0,0,0,0,fannie_mae_500k.tar
1,0,0,1,0,0,0,0,1,1,0,deepfield.tar
0,1,0,0,1,0,0,1,1,0,1,deepfield.tar
0,1,0,0,1,0,0,1,1,0,1,deepfield.tar
0,0,0,0,0,1,0,0,1,1,0,deepfield.tar
0,0,0,0,1,0,0,0,1,0,0,deepfield.tar
0,1,0,0,1,0,0,1,1,1,0,deepfield.tar
1,0,0,0,1,0,0,0,1,0,0,deepfield.tar
0,1,0,0,1,0,0,1,1,1,0,deepfield.tar
0,1,0,0,1,0,0,1,1,1,1,deepfield.tar
0,0,0,0,0,1,0,1,1,1,0,deepfield.tar
1,0,0,0,0,0,1,0,0,1,0,deepfield.tar
0,1,0,1,0,0,0,1,1,1,0,deepfield.tar
0,1,0,1,0,0,0,1,1,1,0,deepfield.tar
0,1,0,0,0,1,0,0,0,0,0,deepfield.tar
0,0,0,0,0,1,0,0,1,0,0,deepfield.tar
0,0,0,0,0,1,0,0,1,0,0,deepfield.tar
0,1,0,1,0,0,0,1,0,1,0,deepfield.tar
0,1,0,0,0,1,0,0,1,0,0,deepfield.tar
0,1,0,1,0,0,0,0,1,0,0,deepfield.tar
0,1,0,1,0,0,0,0,1,0,0,deepfield.tar
