encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,0,0,0,2.02886,1
1,1,1,0,0,0,0,0,0,1,0,2.0365,1
1,0,0,0,0,0,1,0,0,1,0,0.666633,1
1,0,0,0,1,0,0,0,1,0,1,2.5515,1
0,1,0,0,1,0,0,0,1,0,1,2.55332,1
0,0,0,0,1,0,0,1,0,0,1,2.02886,1
1,1,0,0,1,0,0,0,0,1,0,2.213879,1
0,0,0,0,1,0,0,0,0,0,0,0.666633,1
0,0,0,0,1,0,0,0,1,0,1,0.666633,1
0,1,0,0,1,0,0,1,1,1,1,0.666633,1
0,1,0,0,1,0,0,0,0,0,1,1.455533,1
1,0,1,0,0,0,0,0,0,1,0,1.6222,1
0,1,0,0,1,0,0,1,1,1,0,2.040733,1
1,1,0,0,1,0,0,0,0,0,1,1.4667,1
0,0,0,0,1,0,0,0,0,0,1,1.699967,1
0,0,0,0,1,0,0,0,1,0,0,1.699967,1
