encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,0,0,0,2.7926,1
0,0,0,0,1,0,0,0,0,1,0,2.7926,1
1,1,0,0,0,1,0,0,0,0,0,2.7926,1
0,0,0,0,1,0,0,0,0,0,1,1.7778,1
0,0,0,0,1,0,0,0,0,0,0,1.7778,1
1,1,0,0,1,0,0,0,0,0,1,1.7778,1
1,1,0,0,1,0,0,0,0,1,0,2.7926,1
1,1,0,0,1,0,0,0,1,0,1,1.7778,1
1,1,0,0,0,1,0,0,1,0,0,1.7778,1
1,0,0,0,1,0,0,1,1,0,1,1.7778,1
0,1,0,0,1,0,0,0,1,0,1,2.3,1
0,1,0,0,0,1,0,0,0,0,0,2.3,1
