NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,2,2.838086,1
0,1,1,0,0,0,0,1,0,1,0,0,0,8,160,0,2.838086,1
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,1,2.39776,1
0,0,0,0,1,1,0,0,0,0,0,0,1,8,8,0,1.86665,1
0,0,0,0,1,0,0,0,0,1,0,0,1,8,8,0,1.888867,1
0,0,0,1,1,0,0,0,0,1,0,0,0,22,8,1,1.3,1
0,0,1,1,1,0,0,0,0,1,0,0,0,22,8,1,1.3,1
1,1,0,0,0,0,0,1,0,1,0,0,0,48,8,0,1.3,1
1,1,1,0,1,0,0,0,0,1,0,1,0,44,8,2,1.3,1
0,0,0,1,0,0,0,1,0,0,0,0,0,44,8,0,1.3,1
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,2.1722,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,2,2.3,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,2.3,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,2.3,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,1.9389,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,1,1.9389,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,1.9389,1
