OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.08442,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.785167,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.568243,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.1111,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5873,1
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.1111,0
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1.1111,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1.1111,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.1111,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1111,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3111,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.76665,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3111,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5611,1
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.76665,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3111,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.6222,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.6444,1
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.15555,1
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.15555,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.6444,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.6444,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0667,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.0667,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0667,1
