OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.260329,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2.207433,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.407433,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1.407433,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.95555,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.637033,1
1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,2.03335,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.1111,0
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1.1111,0
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.1111,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2.1704,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.237067,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.1556,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.4,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.9778,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1.4,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2.251867,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1.4,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.8,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2.0778,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.8,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.8,1
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.0778,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.7556,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
