NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,0,0,1,1,0,0,1,0,1,1,8,160,0,2.92002,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,2.214833,1
1,1,0,0,0,0,1,0,0,1,0,1,0,22,8,0,2.214833,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,320,0,2.9278,1
0,0,1,1,1,0,0,0,0,1,0,1,0,8,8,0,1.533367,1
0,1,0,0,0,0,1,0,0,1,0,1,0,48,8,0,1.533367,1
1,1,0,0,0,0,1,0,0,1,0,1,0,48,8,0,1.533367,1
0,0,1,1,0,0,0,1,0,0,0,0,0,22,8,0,1.533367,1
1,0,1,0,0,1,1,0,0,1,0,1,1,44,320,0,1.533367,1
1,0,0,1,0,1,0,1,0,1,0,1,0,22,320,0,1.533367,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,2.600017,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,2.600017,1
0,0,1,0,0,1,0,1,0,1,0,1,1,8,320,0,1.8889,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,2.311133,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,2.311133,1
1,0,1,0,0,0,0,0,0,1,1,1,1,8,8,0,2.311133,1
0,1,0,0,0,0,0,0,1,0,0,1,0,8,320,0,2.311133,1
