NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,1,2.8178,1
0,1,0,0,0,0,1,0,0,0,0,0,0,48,8,0,1.466667,1
0,0,1,1,0,0,0,0,0,0,1,1,0,22,160,0,2.1778,1
1,1,0,0,0,1,0,0,0,1,1,1,0,48,320,0,1.466667,1
1,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,2.1778,1
0,1,0,0,0,0,0,0,1,1,0,0,0,44,8,0,2.455567,1
0,1,0,0,0,0,0,0,1,0,0,0,0,22,160,0,1.466667,1
0,0,0,1,0,0,0,0,1,1,0,1,0,48,8,0,1.466667,1
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,1,1.466667,1
1,0,1,0,0,0,0,0,1,1,0,1,1,48,8,0,1.466667,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,2.488917,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,1,2.488917,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,1,2.488917,1
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,1,2.488917,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,2,2.111133,1
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,1,2.111133,1
1,1,1,0,0,1,0,1,0,1,0,1,0,22,320,0,2.111133,1
