NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,2,2.8,1
0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,2,2.8,1
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,0,2.8,1
1,0,1,1,0,1,1,0,0,1,0,1,0,44,320,0,1.3,1
1,0,1,0,0,1,1,0,0,1,0,1,1,44,320,0,1.3,1
0,1,0,0,0,0,0,1,0,0,0,1,0,22,8,1,1.3,1
1,0,1,0,0,1,0,1,0,0,0,1,1,22,160,0,1.3,1
0,0,0,0,0,0,0,0,1,0,0,1,1,48,8,1,1.3,1
1,0,1,0,0,0,0,0,0,1,1,1,1,48,8,2,1.3,1
1,0,1,1,0,1,0,0,0,1,1,1,0,48,320,0,1.3,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,2,2.55,1
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,2,2.05,1
1,0,0,1,0,0,0,1,0,0,0,1,0,22,8,1,1.55,1
1,0,1,1,0,1,0,0,0,1,1,1,0,22,8,0,1.55,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,2.3,1
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,2,1.8,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,2.05,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,2.05,1
