iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,90,0.333333,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,1.901235,1
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,90,0.333333,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,90,0.333333,0
0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,90,0.333333,0
0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,90,0.333333,0
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,90,0.333333,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,90,0.333333,0
1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,90,0.333333,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.111111,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.666667,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.351852,1
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,90,1.222222,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.428571,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,2.333333,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.388889,0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,1.5,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.666667,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.444444,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.388889,0
0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,2.177778,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,90,1.166667,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,90,1.972222,1
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,1.0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,90,1.0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.777778,1
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,2.0,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.444444,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,10,1.611111,1
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,90,1.944444,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.444444,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,10,1.444444,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,1.444444,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,1.851852,1
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.222222,0
