iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,0.39
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,10,0.41
0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,90,0.44
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,90,0.41
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,90,0.43
0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,10,0.42
0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,90,0.43
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,0.4
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,90,0.44
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,90,0.4
0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,10,0.44
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,10,0.44
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10,0.42
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,10,0.44
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,0.41
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,10,0.44
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,0.38
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,90,0.42
0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,10,0.5570207190171866
1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,90,0.5556764303589605
0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,10,0.5565375388680893
1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,90,0.5551547020190665
0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,10,0.5582869837643576
0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,90,0.5552560206305482
1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,10,0.5549995903233845
1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,90,0.5520955306483948
0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,10,0.5548603677170851
1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,90,0.5569399254213089
1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,10,0.5563909476270293
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,10,0.5556737523848375
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0.5527916534117011
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0.5552519084949757
0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,10,0.5563511654580254
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,90,0.5534350120522347
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,90,0.5562505881561525
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,90,0.5532834962104854
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10,0.44
1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,10,0.5544662146570817
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,90,0.5533024011516694
0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,10,0.5514064382719822
0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,90,0.5547226614364323
1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,10,0.5581465060828249
0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,10,0.5583805984806429
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,90,0.42
0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,90,0.45
0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,90,0.5537771125404254
0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,10,0.5582308883923216
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,90,0.5579945562389852
0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,90,0.5584171593170167
0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,90,0.55532825249616
0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,90,0.5519280808233682
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,90,0.5584487806534848
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90,0.5571996325420233
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,90,0.5533534224971012
0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,90,0.5574747148803556
0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,90,0.5511082254546151
0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,90,0.5567123370781852
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10,0.5520245798040274
