encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,0,0,0,2.644443,1
0,0,0,0,1,0,0,0,0,1,0,1.4074,1
0,0,0,0,1,0,0,0,0,0,1,1.0222,1
1,1,0,0,1,0,0,0,0,0,0,2.415857,1
0,0,0,0,1,0,0,0,1,0,0,2.2611,1
0,1,0,0,0,0,1,0,0,1,0,2.63055,1
0,1,0,0,1,0,0,0,0,0,0,1.851867,1
1,1,0,0,1,0,0,0,0,1,0,1.785167,1
0,0,0,0,0,1,0,1,0,0,0,1.57775,1
0,0,0,0,1,0,0,0,0,1,1,1.0222,1
0,0,0,0,1,0,0,0,1,0,1,1.56665,1
1,1,0,0,0,1,0,0,0,0,0,2.259267,1
0,0,0,0,0,1,0,0,1,1,0,1.3333,1
0,1,0,0,0,1,0,0,0,0,0,2.237033,1
0,0,0,0,0,1,0,0,0,1,0,1.6667,1
1,1,0,0,0,0,1,0,0,0,0,1.6667,1
