iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,90,1.6,1
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,1.9,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,0.6,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,0.7,1
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,0.9,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,0.4,0
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,90,0.4,0
0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,10,0.2,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,90,0.2,0
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,90,0.2,1
0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,90,1.4,1
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,0.7,0
0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,10,0.7,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,1.4,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,10,0.9,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,0.6,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,0.5,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,90,0.7,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,90,0.5,1
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,0.5,0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,90,1.6,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,1.6,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,90,0.6,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,0.9,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.2,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.4,0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,90,0.7,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.1,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,10,0.9,0
0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,1.0,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,1.2,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,90,1.2,0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,1.2,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.0,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,90,1.2,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,90,1.0,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,1.1,1
