encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,1,0,2.819057,1
0,1,0,0,1,0,0,1,1,1,0,2.6,1
1,0,1,0,0,0,0,0,0,1,0,2.819057,1
0,0,0,0,1,0,0,0,0,1,0,2.819057,1
0,0,0,0,0,1,0,0,1,0,0,2.59444,1
1,1,0,0,0,1,0,1,0,0,0,1.3444,1
0,0,1,0,0,0,0,0,1,0,0,1.3444,1
0,1,1,0,0,0,0,1,0,1,0,1.3444,1
0,0,0,0,1,0,0,0,1,1,1,1.3444,1
1,1,1,0,0,0,0,0,1,0,0,1.3444,1
0,0,0,0,1,0,0,0,0,1,1,1.7556,1
1,0,0,0,1,0,0,0,1,0,1,1.7556,1
0,0,0,0,0,1,0,0,1,1,0,1.7556,1
0,0,0,0,0,1,0,1,0,1,0,1.7556,1
0,1,0,0,1,0,0,1,1,1,1,2.0722,1
