encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,1,0,0,0,0,0,0,0,6.08
0,1,0,0,0,1,0,1,1,1,0,8.74
0,1,1,0,0,0,0,1,1,1,0,8.97
1,0,0,0,1,0,0,0,0,1,0,9.99
0,1,0,0,1,0,0,0,0,0,0,6.47
1,1,0,0,1,0,0,0,0,0,1,6.33
1,1,0,0,1,0,0,0,0,1,0,6.2
0,0,0,0,1,0,0,0,1,0,1,6.32
0,1,0,0,1,0,0,0,1,0,1,6.21
0,0,1,0,0,0,0,1,0,1,0,13.54
0,0,1,0,0,0,0,0,1,0,0,8.47
0,0,0,0,1,0,0,0,0,1,0,6.08
1,1,1,0,0,0,0,0,0,1,0,6.29
1,1,0,0,0,1,0,1,0,0,0,6.55
0,0,0,0,0,1,0,0,0,0,0,6.21
0,0,0,0,1,0,0,0,1,0,0,6.32
0,0,0,0,0,1,0,1,0,0,0,6.55
1,1,0,0,1,0,0,0,0,0,0,6.25
0,0,0,0,0,1,0,0,0,1,0,6.08
1,0,0,1,0,0,0,0,1,0,0,9.37
0,1,0,0,1,0,0,1,1,1,0,6.21
0,0,0,0,0,1,0,0,0,0,0,6.21
0,1,0,0,0,1,0,0,0,0,0,6.23
1,1,0,1,0,0,0,0,0,0,0,6.08
1,1,0,0,0,1,0,0,0,0,0,6.24
0,0,0,0,0,1,0,1,0,0,0,6.55
0,0,1,0,0,0,0,1,1,1,0,6.58
1,1,0,0,1,0,0,0,0,0,0,6.25
1,1,0,0,0,0,1,0,0,0,0,6.25
1,1,1,0,0,0,0,0,0,1,0,6.29
0,1,0,0,1,0,0,0,0,1,0,12.77
0,0,0,1,0,0,0,0,0,0,0,13.42
0,1,0,0,1,0,0,0,1,1,0,158.73
0,0,0,0,1,0,0,1,1,1,0,10.03
1,1,0,0,0,1,0,0,1,0,0,8.4
0,0,0,0,1,0,0,0,0,0,0,6.48
1,0,1,0,0,0,0,0,0,1,0,5.41
0,1,1,0,0,0,0,0,0,0,0,13.28
1,1,1,0,0,0,0,0,0,0,0,17.09
1,0,0,0,0,1,0,0,0,0,1,163.8264100963863
0,0,0,1,1,0,0,0,0,1,0,163.8274407520923
0,0,0,0,0,1,0,0,0,0,1,163.8274236362889
1,1,0,0,0,0,0,0,0,0,0,163.82416842395864
1,1,1,0,0,0,1,0,0,0,0,163.82531094798048
1,0,0,0,0,0,0,0,0,1,0,163.82246069392482
0,1,0,1,0,0,0,0,0,0,0,13.48
0,1,0,1,0,0,1,1,1,1,0,163.82834423940548
1,1,0,1,1,0,0,0,0,0,0,163.8283381598165
1,1,0,0,1,1,1,0,0,0,1,163.8219250811239
0,1,0,0,1,0,0,0,1,0,0,13.11
0,1,0,0,1,1,0,0,1,0,1,163.8284198327051
1,0,1,0,0,0,0,0,0,0,0,17.04
0,0,0,0,0,1,0,1,0,1,0,6.52
0,1,1,0,0,1,0,1,0,1,0,163.82883283479956
0,0,0,1,0,1,0,0,0,0,0,163.82674690332246
1,1,0,1,0,0,0,0,0,1,0,9.99
0,1,0,1,0,1,0,0,0,1,0,163.82110342645834
0,1,0,0,0,1,0,1,0,0,0,11.78
1,1,1,0,0,0,1,0,1,0,0,163.82136195638708
0,1,0,0,1,0,0,1,0,1,0,9.77
1,0,0,0,1,0,0,0,1,0,0,5.28
1,1,0,0,0,1,1,0,1,0,0,163.82331688029484
1,0,0,0,1,0,0,0,0,1,1,9.32
1,0,0,0,1,1,0,0,1,0,1,163.82798896508035
0,1,1,0,0,0,0,0,0,1,0,84.03
0,0,0,1,1,0,0,1,0,1,0,163.82558987228234
0,0,0,0,0,0,0,0,1,1,1,163.82359458543095
0,0,0,0,0,0,0,0,1,0,0,163.82467968862568
1,1,0,0,0,1,0,1,1,0,0,94.03
0,1,0,0,0,0,0,0,0,0,0,163.82848050662028
1,0,0,0,1,0,1,1,1,0,1,163.82626643284925
0,1,1,0,1,0,0,0,0,1,0,163.82544834588577
1,1,1,1,0,0,0,1,0,1,0,163.82524714021818
1,1,1,1,1,1,0,0,0,0,0,163.82612704186025
0,1,0,1,0,0,0,0,0,0,1,163.82262094415327
0,0,0,0,0,0,1,0,0,0,0,113.07
1,1,1,0,0,1,0,0,0,0,0,163.82177682921915
1,1,0,1,1,0,0,0,1,1,0,163.8287181054507
0,1,0,0,1,0,1,0,1,0,1,163.822433404361
1,1,0,1,1,0,0,0,0,1,0,163.82558335167388
1,0,1,0,1,0,0,0,0,0,0,163.82383897389525
1,1,1,1,1,0,0,0,1,0,0,163.8274531392938
1,0,0,0,1,0,0,0,0,0,0,8.99
1,1,0,1,0,0,1,1,0,0,0,163.82584768520485
0,0,1,0,0,0,0,0,0,1,0,114.11
1,0,0,0,1,0,0,0,1,0,1,6.29
0,0,1,0,1,0,0,0,0,1,0,163.82223352709326
0,0,0,0,1,0,0,0,0,1,1,6.33
1,0,0,0,0,1,0,0,1,0,0,9.77
0,0,0,1,0,0,0,0,0,1,0,8.69
