NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,0,0,0,1,0,0,0,0,1,0,0,8,8,0,2.1185,1
1,1,0,0,1,0,0,0,0,1,0,1,0,8,8,0,2.81665,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,0,2.83554,1
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,2,1.377767,1
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,2,1.377767,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,2,2.838875,1
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,2,1.377767,1
1,1,0,0,0,1,1,0,0,1,0,1,0,22,160,0,2.5111,1
1,0,1,0,0,0,0,0,0,1,1,1,1,22,8,0,1.377767,1
0,0,0,0,1,0,0,0,0,1,0,0,1,44,8,0,1.377767,1
0,1,0,0,1,0,0,0,0,1,0,0,0,8,8,0,2.533317,1
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,0,1.8222,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,2.533317,1
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,0,2.244433,1
