encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,1,0,0,0,0,1,0,0,0,2.740733,1
0,1,0,0,1,0,0,1,1,0,1,1.8,1
0,1,0,0,1,0,0,1,1,1,1,1.8,1
0,1,0,0,1,0,0,1,1,1,0,2.740733,1
0,0,1,0,0,0,0,1,1,1,0,2.740733,1
0,1,0,0,1,0,0,0,0,0,0,2.740733,1
0,0,0,0,1,0,0,1,1,0,1,1.8,1
0,0,0,0,1,0,0,0,0,0,0,1.8,1
0,0,0,0,1,0,0,0,1,1,1,1.8,1
0,1,0,0,0,1,0,1,0,1,0,1.8,1
1,0,1,0,0,0,0,0,1,0,0,2.2111,1
0,1,0,0,1,0,0,0,1,0,1,2.2111,1
