OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1.415895,0
0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1.612743,0
1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1.630503,0
0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1.393679,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1.041314,0
1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1.041314,0
1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1.041314,0
1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1.041314,0
0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1.415895,0
0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1.041314,0
1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1.492086,0
0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1.317471,0
1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1.679393,1
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.080438,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.876224,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.080438,1
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.568293,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.065605,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.238129,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.238129,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.7667,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2.033881,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.930164,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.887307,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.634943,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.634943,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2.102638,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.634943,0
0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1.634943,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.887307,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.7111,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.7111,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.907914,1
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1.7111,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.7111,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.676157,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1.676157,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.676157,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.676157,1
