auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,1,0,0,0,0,1,0,0,1,0,0,1.714286,1
1,1,1,1,1,0,0,0,0,0,0,0,2.057143,1
1,1,0,1,0,0,0,0,0,1,1,1,2.0,1
1,1,0,1,0,0,0,0,0,0,1,1,1.857143,1
1,0,0,0,0,0,1,0,0,1,0,0,1.0,0
1,1,0,0,0,0,1,1,0,1,0,1,1.0,0
1,1,1,0,0,0,0,1,0,1,0,0,1.857143,1
1,0,1,1,1,0,0,0,0,1,0,1,1.214286,0
0,0,1,1,0,0,0,0,0,0,0,0,1.0,0
0,0,0,1,0,0,0,0,0,0,0,0,1.0,0
1,0,0,1,0,0,0,0,0,0,0,1,1.0,0
0,0,1,1,1,0,0,0,0,0,0,0,1.0,0
0,0,1,0,0,0,1,0,0,0,0,0,1.142857,0
0,0,1,0,0,0,0,0,0,0,0,1,1.0,0
0,0,1,0,0,0,0,0,0,0,0,0,1.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1,0,1,0,1,0,0,0,0,0,1,0,0.857143,0
0,0,0,0,0,0,1,0,0,0,1,0,1.071429,0
0,0,0,0,1,0,0,0,0,0,1,0,1.071429,0
0,0,1,0,0,0,0,0,0,0,1,1,1.071429,0
0,0,0,0,0,0,0,0,0,0,1,0,1.071429,0
0,0,1,0,1,0,1,0,0,0,0,1,0.857143,0
0,0,0,0,0,0,1,1,0,0,0,0,0.857143,0
0,0,0,0,0,0,1,0,0,0,0,0,0.857143,0
0,0,0,0,0,0,0,0,0,0,0,1,0.857143,0
0,0,1,0,0,0,0,0,0,0,1,0,0.857143,0
0,0,0,0,0,0,0,0,0,1,1,0,0.857143,0
0,0,0,0,0,0,1,0,0,0,1,1,0.857143,0
0,1,1,0,1,0,0,0,0,0,1,0,0.857143,0
0,0,0,0,0,0,0,1,0,1,1,0,0.857143,0
0,0,1,0,0,0,1,0,0,0,1,0,0.857143,0
1,1,1,1,0,0,1,1,0,1,0,1,1.857143,1
1,1,1,0,0,0,0,1,0,1,0,1,1.857143,1
1,1,0,0,0,0,0,1,0,0,0,0,1.857143,1
1,1,1,1,1,0,0,0,0,1,0,0,1.857143,1
1,1,1,1,1,0,1,1,0,1,0,1,1.761905,1
1,1,1,1,1,0,0,1,0,0,1,0,1.428571,0
0,1,1,1,1,1,1,1,0,1,1,1,2.0,1
1,1,1,1,1,1,1,0,0,0,1,1,2.0,1
0,1,1,0,0,1,0,1,0,1,0,1,2.0,1
1,0,1,1,1,1,1,1,0,1,0,1,2.0,1
1,0,1,1,1,1,1,1,0,1,1,0,2.0,1
1,0,1,1,0,1,1,1,0,1,0,0,2.0,1
1,0,1,1,1,1,0,1,0,1,0,1,2.0,1
1,0,1,1,1,1,0,1,0,1,0,0,2.0,1
0,0,1,1,1,1,0,0,0,0,0,0,2.0,1
1,0,1,1,1,1,0,1,0,1,1,0,2.0,1
