auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,1,0,0,0,1,1,0,0,1,1,0.9389,0
1,0,0,0,0,0,0,0,0,0,0,1,0.9389,0
1,0,0,0,0,0,0,1,0,1,0,0,1.59725,0
1,1,1,0,0,0,1,1,0,1,1,1,0.9389,0
1,0,0,0,0,0,1,1,0,1,1,0,0.9389,0
1,0,0,0,0,0,1,1,0,0,1,0,0.9389,0
1,0,0,1,0,0,0,1,0,1,0,0,2.10835,1
1,0,0,0,0,0,0,0,0,1,0,1,0.9389,0
1,0,0,0,0,0,0,1,0,0,0,0,0.9389,0
0,0,0,0,0,0,0,0,0,0,0,1,0.9389,0
0,1,0,0,0,0,0,0,0,0,1,0,1.26945,0
0,0,1,1,1,0,0,1,1,1,1,0,0.9083,0
0,0,1,1,1,1,1,1,0,1,0,1,0.9083,0
0,0,1,1,1,1,1,1,0,1,0,0,0.9083,0
0,1,1,1,1,1,1,1,0,1,1,1,0.9083,0
0,0,1,1,1,1,0,1,1,1,1,0,0.9083,0
0,1,0,0,0,1,0,0,0,0,0,0,0.9083,0
0,1,0,1,0,1,0,0,0,1,1,0,0.9083,0
0,1,1,1,1,1,1,1,0,1,1,0,0.9083,0
1,1,0,1,0,0,0,1,0,1,0,0,2.1306,1
1,0,0,0,0,0,1,1,0,0,1,1,1.6667,1
1,0,0,1,0,0,0,1,0,1,1,0,1.2556,0
1,0,0,1,0,0,1,1,0,0,1,0,1.2556,0
0,1,0,0,0,0,0,0,0,0,1,1,1.2556,0
0,0,0,0,0,0,1,0,0,0,1,0,1.2556,0
0,0,0,0,0,0,1,0,0,0,1,1,1.2556,0
0,0,0,0,0,0,0,0,0,0,1,1,1.2556,0
1,0,0,0,0,1,1,0,0,0,1,1,1.60835,0
1,0,0,0,0,1,0,1,0,0,1,0,1.615767,1
1,0,0,0,0,1,0,0,0,0,1,0,1.60835,0
0,0,0,0,0,1,1,0,0,0,1,0,1.3361,0
0,0,0,0,0,1,1,0,0,1,0,0,1.3361,0
0,0,0,0,0,1,0,1,0,0,1,0,1.3361,0
0,0,0,0,0,1,1,1,0,1,1,1,1.3361,0
0,0,0,0,0,1,0,0,0,0,1,0,1.3361,0
0,0,0,0,0,1,1,0,0,0,1,1,1.3361,0
1,0,0,0,0,1,1,1,0,1,1,0,1.5056,0
1,0,0,0,0,1,0,1,0,1,1,0,1.5056,0
1,1,0,0,0,0,0,1,0,1,0,1,1.5056,0
1,1,0,1,0,0,0,1,0,1,0,1,2.138,1
0,0,0,0,0,0,1,0,0,1,1,0,1.4528,0
0,0,0,0,0,0,1,0,0,1,0,0,1.4528,0
0,0,0,0,0,0,1,0,0,0,0,0,1.8028,1
1,0,0,0,0,0,1,0,0,0,1,1,1.4528,0
1,0,0,0,0,0,1,0,0,1,0,0,1.9167,1
0,0,0,0,0,0,0,1,0,0,0,0,1.8028,1
0,0,0,0,0,0,1,1,0,0,0,1,1.8028,1
0,0,1,0,0,0,0,0,0,0,1,0,1.4528,0
1,0,0,0,0,0,1,0,0,1,1,0,1.9167,1
0,0,0,0,1,0,1,0,0,0,0,1,1.7778,1
0,0,0,0,0,0,0,1,0,0,0,1,1.7778,1
0,0,0,0,0,0,0,1,0,1,0,0,1.7778,1
1,0,0,1,0,0,0,1,0,1,0,1,1.7778,1
1,1,0,0,0,0,0,1,0,0,0,0,2.0167,1
1,1,0,0,0,0,0,0,0,0,1,0,1.8806,1
1,0,0,0,0,0,0,0,0,1,1,0,1.8806,1
1,0,0,0,0,0,0,1,0,0,1,0,1.8806,1
1,0,1,1,0,0,0,0,0,1,0,0,1.8806,1
1,0,0,1,0,0,0,0,0,1,0,0,1.8806,1
