auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,0,0,1,1,0,0,1,1,0.852536,0
1,0,0,0,0,0,0,1,0,0,1,1,0.852536,0
0,0,0,0,0,0,1,1,0,1,1,0,1.804052,1
0,0,0,0,0,0,1,1,0,0,1,1,1.779809,1
0,0,0,0,0,0,1,1,0,0,1,0,1.779809,1
0,0,0,0,1,0,0,0,0,0,1,0,1.779809,1
0,0,0,0,1,0,0,0,0,0,1,1,1.779809,1
0,0,0,0,0,0,0,1,0,0,1,0,1.779809,1
0,0,0,0,0,0,0,0,0,0,0,1,1.193923,0
0,0,0,0,1,0,1,0,0,0,0,0,1.643295,0
1,0,0,0,0,0,0,1,0,0,1,0,1.592918,0
1,0,0,0,0,0,0,1,0,0,0,1,1.759578,1
1,0,1,0,0,0,1,1,0,0,1,1,0.761627,0
1,1,0,0,1,0,0,0,0,0,1,1,1.813611,1
1,0,0,0,0,0,0,0,0,0,1,0,1.694927,1
1,0,0,0,0,0,0,0,0,0,1,1,0.761627,0
0,0,0,0,0,0,1,0,0,0,0,0,1.732918,1
0,0,1,0,0,0,0,0,0,0,0,1,1.657559,1
0,0,0,0,0,0,1,0,0,0,0,1,1.702009,1
0,0,0,0,0,0,0,1,0,0,0,1,1.260573,0
0,0,0,0,0,0,1,1,0,0,0,0,1.058564,0
1,0,0,0,0,0,0,0,0,0,0,1,1.913611,1
1,0,0,0,0,0,1,0,0,0,0,0,1.260573,0
0,0,0,0,0,0,1,0,0,1,1,0,0.943445,0
0,0,0,0,1,0,0,0,0,0,0,0,1.036364,0
0,0,0,0,0,0,0,1,0,0,0,0,1.036364,0
1,0,0,0,0,0,1,0,0,0,0,1,0.943445,0
0,0,0,1,0,0,1,1,0,1,1,0,0.943445,0
0,0,0,0,0,0,0,0,0,1,0,1,1.149473,0
0,0,0,0,1,0,1,0,0,0,0,1,0.856555,0
0,0,0,1,0,0,0,0,0,0,0,0,1.169664,0
0,0,0,1,0,0,1,0,0,0,0,0,1.169664,0
0,0,0,0,0,0,0,1,0,1,0,0,1.620191,0
1,1,1,1,1,0,0,0,0,0,1,0,1.575741,0
1,1,0,0,1,0,0,0,0,0,1,0,1.48885,0
1,1,1,1,1,0,0,0,0,0,1,1,1.48885,0
1,1,0,0,0,0,0,1,0,1,1,1,1.709727,1
1,1,0,0,0,0,0,0,0,0,1,1,1.709727,1
1,0,0,1,1,0,0,0,0,0,1,1,1.828261,1
1,1,0,0,0,0,0,0,0,0,0,1,1.442391,0
1,1,0,0,0,0,0,0,0,0,1,0,1.442391,0
1,1,1,1,1,0,0,0,0,0,0,1,1.442391,0
1,1,0,0,0,0,0,1,0,1,0,1,1.442391,0
1,1,0,1,1,0,0,1,0,1,1,1,1.615118,0
0,0,0,0,0,0,0,1,0,0,1,1,1.8889,1
0,0,0,0,0,0,1,0,0,0,1,0,1.8889,1
0,0,0,0,0,0,0,0,0,0,1,0,1.8889,1
0,0,0,0,0,0,1,0,0,0,1,1,1.8889,1
1,0,0,0,0,0,0,0,0,1,1,1,1.424209,0
1,1,0,1,1,0,0,0,0,1,1,1,1.424209,0
