OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1.019014,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.56442,1
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.019014,0
0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1.019014,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.019014,0
1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1.019014,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.019014,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.019014,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019014,0
1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1.019014,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.265879,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.232529,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.224749,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.050771,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.555533,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.050771,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.336486,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.555533,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.354286,1
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.026448,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.379343,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.354286,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.874614,1
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2.215879,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1.136486,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.942857,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.701543,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.701543,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.941314,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.7556,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.941314,1
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1.698457,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.698457,1
