iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,workload
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,png-small
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,png-small
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,10,png-small
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,png-small
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,90,png-small
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,png-small
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,png-small
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,90,png-small
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,png-small
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,90,png-small
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,10,png-small
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,png-small
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,90,png-small
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,10,png-small
0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,90,png-small
0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,10,png-small
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10,png-small
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,90,png-small
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,10,png-small
0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,90,png-small
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,psd-small
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,90,psd-small
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,90,psd-small
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,psd-small
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,psd-small
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,psd-small
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,psd-small
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,psd-small
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,psd-small
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,psd-small
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,psd-small
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,psd-small
0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,90,psd-small
1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,90,psd-small
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,psd-small
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,psd-small
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,10,psd-small
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,90,psd-small
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,psd-small
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,90,psd-small
