NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,1,0,0,0,1,0,0,0,1,0,22,8,0,9.13
1,0,1,0,0,0,0,0,1,1,0,1,1,48,8,2,16.57
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,2,22.09
1,1,1,0,0,1,1,0,0,1,0,1,0,8,320,0,3.71
0,0,0,0,1,0,0,0,0,0,0,1,1,8,160,0,5.92
1,0,0,0,1,0,0,0,0,1,0,1,1,48,8,1,19.9
1,0,1,1,0,0,0,0,1,1,0,1,0,48,8,0,8.75
1,0,1,1,1,1,0,0,0,0,0,1,0,8,160,0,3.7
0,1,1,0,0,1,0,1,0,1,0,0,0,48,320,0,16.28
1,0,1,0,0,0,0,1,0,1,0,1,1,48,8,1,16.02
1,0,0,0,0,0,0,1,1,1,0,1,1,44,320,1,27.452574229713537
1,1,0,0,0,1,0,1,1,0,1,0,1,48,160,1,27.45621155166022
1,0,1,1,1,1,0,0,1,1,0,1,1,48,320,2,27.457509383783975
0,1,0,1,0,0,1,0,0,1,1,0,1,48,8,1,27.45784558090769
0,0,0,0,1,0,1,1,1,1,0,0,0,8,8,2,27.45382544180355
1,1,1,1,0,1,1,0,1,1,0,0,0,22,320,0,27.4515661520848
1,1,0,1,0,0,1,0,1,1,0,0,1,48,8,2,27.452295403116167
0,1,1,1,0,0,1,0,0,1,1,1,1,22,160,0,27.45115683658539
0,1,1,0,0,1,1,0,0,1,1,0,0,8,320,2,27.457785892212787
0,1,0,1,1,1,1,0,1,1,1,0,1,8,320,0,27.453911146794745
0,1,0,1,0,1,0,0,1,0,0,1,0,44,160,2,27.451196135742244
1,0,1,1,0,1,1,1,0,0,0,0,1,8,160,1,27.45827517332323
1,1,0,0,0,0,0,0,1,1,1,0,0,44,8,2,27.453312267262458
1,1,1,1,1,1,1,1,1,0,0,0,1,48,320,0,27.45755904169785
1,1,1,1,0,1,1,1,0,0,0,0,1,48,320,0,27.458061599289543
1,1,1,0,0,0,1,0,0,1,1,1,0,44,8,1,27.457863499432833
1,0,1,0,1,1,1,0,1,1,1,1,0,8,320,2,27.45543288285002
0,1,0,1,0,1,0,1,0,0,0,0,1,44,8,1,27.45175537811737
0,1,1,0,1,1,0,0,1,1,0,0,1,48,160,1,27.458500323320376
1,0,0,1,1,0,0,1,1,0,0,1,1,8,8,0,27.456749302913806
0,1,0,0,1,1,0,1,0,0,0,1,0,48,160,0,27.456846023919834
1,0,1,1,0,1,0,0,1,1,0,0,1,44,8,1,27.452854298506146
1,0,0,0,1,1,0,0,0,1,0,1,0,8,160,0,27.45733426107542
1,0,1,1,1,1,0,0,0,0,0,1,1,48,8,1,27.453904383060262
1,0,0,1,0,0,0,1,0,0,0,1,0,22,8,2,27.458576143563167
0,0,0,1,0,1,0,0,1,0,0,0,0,44,160,0,27.451168196366687
1,1,1,1,0,0,1,1,1,1,0,1,0,8,8,0,27.452559332291035
0,0,1,0,1,0,0,0,0,1,0,1,1,22,320,0,27.45555540056537
1,0,1,1,0,1,0,0,0,1,0,1,0,8,160,0,27.45100968475404
0,1,0,0,0,1,0,1,0,1,0,1,0,44,160,0,15.59
0,0,1,1,0,1,1,0,1,0,0,0,0,22,320,0,27.455223446951525
1,1,1,1,1,1,0,0,0,0,0,1,0,8,160,0,27.45643056012704
