auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,1,0,1,0,1,0,0,0,1,1,0,0.65,0
1,1,1,0,1,1,0,1,0,1,1,0,0.65,0
1,1,1,1,1,1,1,0,0,0,1,0,0.65,0
0,1,0,0,1,1,0,1,1,0,1,0,0.65,0
1,1,1,1,1,1,0,0,1,1,1,0,0.65,0
0,1,1,1,1,1,0,1,1,1,0,1,0.65,0
1,1,1,0,1,1,0,1,1,0,1,0,0.65,0
1,1,1,1,1,1,0,1,1,1,0,0,0.65,0
0,0,1,1,1,1,1,0,0,0,1,0,1.96166,1
1,0,1,1,0,1,1,1,0,0,0,0,1.6,0
1,1,0,0,0,0,0,1,0,1,0,0,1.1306,0
1,1,1,1,1,0,0,0,0,0,1,0,1.3028,0
1,0,0,1,1,0,0,0,0,0,1,1,1.3028,0
1,1,0,0,0,0,0,1,0,1,1,0,1.762967,1
1,1,0,0,0,0,1,1,0,1,0,1,1.3028,0
1,1,1,0,0,0,0,0,0,0,0,1,1.3028,0
1,1,1,1,1,0,0,0,0,0,1,1,1.762967,1
1,1,0,1,0,0,0,0,0,1,1,0,1.3028,0
1,1,1,1,1,0,0,0,0,0,0,1,2.022225,1
1,1,0,0,1,0,0,1,0,1,0,0,2.022225,1
1,1,1,1,1,0,0,1,0,0,1,0,1.64165,0
1,0,0,0,1,0,0,0,0,0,1,0,1.225,0
1,0,0,0,0,0,1,0,0,0,1,0,1.225,0
1,0,0,0,0,0,1,1,0,0,1,0,1.225,0
0,0,1,1,1,1,1,1,0,1,1,0,1.7,1
0,0,1,1,1,1,0,0,0,0,1,0,1.225,0
0,0,1,1,1,1,1,1,0,0,1,0,1.225,0
0,0,1,1,1,0,0,1,0,1,1,0,1.69165,1
0,0,1,1,1,0,0,0,0,1,1,0,1.69165,1
1,1,1,1,1,0,0,0,0,1,1,0,1.6833,0
1,1,1,1,1,0,1,0,0,0,1,0,1.6833,0
1,1,0,0,0,0,0,0,0,0,0,1,1.86665,1
1,1,0,1,1,0,0,0,0,1,1,0,1.6833,1
1,1,0,0,0,0,0,0,0,0,1,0,1.6833,0
1,0,0,0,0,0,0,0,0,0,0,1,1.675,0
1,1,0,0,0,0,0,0,0,1,0,0,1.675,0
1,1,1,0,0,0,0,0,0,0,0,0,1.675,0
1,1,0,0,0,0,0,0,0,0,0,0,1.675,0
0,0,0,1,0,0,0,0,0,0,1,0,1.8611,1
0,0,1,1,0,0,0,0,0,1,1,0,1.5333,0
0,0,0,0,0,0,0,1,0,0,1,0,1.5333,0
0,1,0,0,1,0,0,1,0,0,1,0,1.5333,0
0,1,0,0,1,0,0,1,1,0,1,0,1.5333,0
0,0,1,1,1,0,1,1,1,1,1,0,1.5333,0
0,0,0,1,0,0,0,0,1,0,1,0,1.5333,0
0,0,0,0,0,0,1,0,0,1,1,0,1.8139,1
0,0,0,0,0,0,0,1,0,0,0,0,1.8139,1
0,0,0,1,0,0,1,0,0,0,0,0,1.8139,1
0,0,1,1,0,0,0,0,0,0,1,0,1.8139,1
1,0,0,0,1,0,0,1,0,0,1,0,1.8139,1
0,0,1,1,0,0,0,0,0,0,0,1,1.8139,1
0,0,1,0,0,0,0,0,0,0,1,0,1.8139,1
1,0,1,0,1,0,0,0,0,0,0,0,1.8139,1
0,0,1,0,0,0,0,0,0,0,0,1,1.8139,1
