encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,1,0,0,0,1,0,0,0,1.1667,1
0,0,0,0,0,1,0,1,0,0,0,2.39002,1
0,0,0,0,0,1,0,0,1,0,0,1.785167,1
1,0,0,0,0,0,1,1,0,0,0,2.4611,1
0,1,0,0,0,0,1,0,0,1,0,2.23778,1
0,1,1,0,0,0,0,1,0,0,0,2.23778,1
1,0,0,1,0,0,0,0,1,1,0,2.122233,1
0,0,0,0,0,1,0,0,1,1,0,2.39002,1
0,1,1,0,0,0,0,1,0,1,0,1.1667,1
1,1,0,0,0,1,0,0,1,0,0,1.1667,1
1,0,0,0,0,0,1,0,0,1,0,1.5944,1
1,0,0,1,0,0,0,1,0,1,0,1.5944,1
0,0,0,0,0,1,0,0,0,1,0,2.13335,1
0,0,0,0,0,1,0,1,1,1,0,2.13335,1
