NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,0,0,0,1,0,0,1,0,1,1,8,8,1,2.75,1
1,0,1,0,0,0,1,0,0,1,0,1,1,8,8,0,2.0,1
1,0,1,1,0,1,1,0,0,1,0,0,0,22,320,0,2.0,1
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,1,2.666667,1
0,0,1,0,0,0,0,0,1,1,0,1,1,8,8,2,2.666667,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,2.666667,1
1,1,1,0,0,1,0,0,1,1,0,1,0,44,160,0,2.0,1
0,0,1,0,0,0,1,0,0,1,0,1,1,44,8,1,2.0,1
1,1,0,0,0,0,0,0,1,1,0,0,0,48,8,0,2.0,1
0,0,0,1,1,0,0,0,0,0,0,1,0,44,8,2,2.0,1
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,0,2.0,1
1,1,1,0,0,1,1,0,0,1,0,1,0,22,320,0,2.0,1
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,2,2.0,1
