NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,0,0,1,0,0,1,1,0,1,1,8,8,0,2.07554,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,8,0,2.453957,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,1.2667,0
1,0,1,0,0,1,0,0,1,1,0,1,1,8,160,0,1.7111,1
1,0,0,1,0,0,0,0,1,0,0,1,0,22,8,0,1.2667,1
1,0,0,1,0,0,0,0,1,0,0,1,0,22,8,1,1.2667,0
0,0,1,0,1,0,0,0,0,0,0,1,1,8,8,1,1.2667,0
0,0,1,0,0,1,0,0,1,0,0,1,1,8,160,0,1.2667,1
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,2,1.2667,1
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,1,1.2667,1
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,0,2.633325,1
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,0,2.444433,1
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.633325,1
0,0,1,1,0,0,0,0,1,0,0,0,0,8,8,1,2.251833,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,320,0,2.0111,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,0,1.6222,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,2.1889,1
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.1889,1
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,1,2.1889,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,0,2.1889,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,1.9778,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,1.9778,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,1.9778,1
