OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2.366675,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.542852,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1.9667,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.4963,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.4963,0
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1.222233,0
0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1.222233,0
0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1.222233,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.222233,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1.222233,0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.682233,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.682233,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.83335,1
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.244433,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.577767,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1778,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.527792,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.577767,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.8889,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.700033,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.977817,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.700033,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.222233,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.077767,1
