OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2.170234,1
0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1.107914,0
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1.107914,0
0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1.107914,0
0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1.107914,0
0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1.107914,0
0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1.107914,0
1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1.107914,0
1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1.107914,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.107914,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.117471,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.117471,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.414286,0
0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1.414286,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.117471,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1.117471,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.117471,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.117471,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1.898407,1
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.546043,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.87619,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.546043,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1.898407,1
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2.293654,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.315879,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.380986,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.963514,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2.048681,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.963514,1
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.198938,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2.198938,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.679343,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.679343,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.030164,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1.8,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.8,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.8,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.831757,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.831757,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.831757,1
