NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,0,1,0,1,0,1,0,8,160,0,2.642857,1
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,0,2.642857,1
1,1,1,0,0,0,0,0,1,1,0,0,0,22,8,2,2.55,1
0,0,0,0,0,0,0,0,1,0,0,0,1,8,160,0,1.0,1
1,1,1,0,0,0,0,0,1,1,0,0,0,22,8,0,1.0,1
0,0,0,0,0,0,0,0,1,0,0,1,1,22,8,0,1.0,1
1,1,1,0,0,0,0,0,1,1,0,1,0,44,8,2,1.0,1
1,0,1,0,0,1,1,0,0,0,0,1,1,44,160,0,1.0,1
0,0,0,0,0,0,0,0,1,0,0,1,1,44,8,0,1.0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,48,8,2,1.0,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,160,0,2.416667,1
1,1,1,0,0,1,0,1,0,1,0,1,0,8,8,0,2.416667,1
0,0,0,0,0,0,1,0,0,1,0,1,1,8,8,0,1.0,1
1,1,1,0,0,0,0,0,1,1,0,1,0,22,8,0,1.0,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.375,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,320,0,2.0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,2,2.375,1
0,0,1,1,1,0,0,0,0,1,0,1,0,8,8,1,2.0,1
