NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,0,0,0,0,0,0,1,1,1,1,8,8,0,0.36
0,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,0.34
0,0,1,0,0,1,0,1,0,1,0,1,1,8,320,0,0.39
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,0.33
1,0,1,0,0,0,0,0,0,1,1,1,1,8,8,1,0.34
1,0,1,0,0,0,0,1,0,1,0,1,1,8,8,1,0.36
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,1,0.29
1,0,1,0,0,1,0,1,0,1,0,1,1,8,320,0,0.39
1,0,0,0,0,0,0,0,1,1,0,1,1,8,8,1,0.41
1,1,0,0,0,0,0,0,1,1,0,1,0,8,8,1,0.33
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,2,0.39
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,1,0.41
0,0,0,0,0,0,1,0,0,0,0,0,1,44,8,0,0.64
0,0,1,1,0,0,1,0,0,1,0,0,0,44,8,2,0.7
0,1,0,0,0,0,0,1,0,1,0,1,0,44,8,1,0.7
0,0,0,0,0,0,0,0,1,0,0,0,1,22,160,0,0.78
1,0,1,0,0,1,0,1,0,1,0,1,1,22,160,0,0.52
1,1,0,0,0,0,0,0,1,0,0,1,0,48,8,1,0.7
1,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,0.48
1,0,1,1,0,0,0,0,1,1,0,1,0,48,8,1,0.58
1,0,1,0,0,0,0,0,0,1,1,1,1,8,8,0,0.36
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,2,0.39
1,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,0.48
1,0,1,1,0,0,0,0,1,1,0,1,0,48,8,1,0.58
1,0,1,0,0,1,0,1,0,1,0,1,1,22,160,0,0.52
1,1,0,0,0,0,0,0,1,0,0,1,0,48,8,1,0.7
0,0,0,0,0,0,0,0,1,0,0,0,1,22,160,0,0.78
0,1,0,0,0,0,0,1,0,1,0,1,0,44,8,1,0.7
0,0,0,0,0,0,1,0,0,0,0,0,1,44,8,0,0.64
0,0,1,1,0,0,1,0,0,1,0,0,0,44,8,2,0.7
0,0,1,0,0,0,0,0,0,1,1,1,1,8,320,0,1.2255963284617366
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,0.36
0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,1,1.2263390061360833
1,1,1,0,0,0,0,1,0,1,0,0,1,8,8,0,1.2225898705280973
1,0,1,0,0,1,0,0,0,1,0,0,1,8,8,2,1.2256972071549366
0,0,0,0,1,0,0,0,0,0,0,1,1,8,320,0,1.2235349672308198
0,1,1,0,0,1,0,1,0,1,0,1,1,22,320,0,1.222339560457111
0,0,1,0,0,0,0,0,1,1,0,0,0,48,8,1,1.2281486382008506
1,0,0,0,0,0,1,0,1,1,0,1,1,8,320,0,1.2229655278882843
0,0,1,0,0,1,1,1,0,1,0,0,0,44,320,1,1.2254743295088424
1,1,1,0,0,0,0,0,1,1,0,1,1,48,8,1,1.2254069073518488
1,0,1,0,0,1,0,1,0,1,0,1,1,44,320,0,0.95
0,0,0,0,1,0,1,0,0,0,0,0,1,8,8,0,1.2277506179898616
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,2,1.2288103187209967
0,0,0,0,1,0,1,0,0,0,0,0,1,22,8,0,1.2210762218674893
1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,1,1.2268688469135938
1,1,0,0,0,0,1,0,0,0,1,0,1,22,8,0,1.2275626626455327
1,0,0,0,0,1,1,0,1,1,0,1,0,44,8,1,1.2213441470551758
0,0,0,0,1,1,0,0,0,0,0,0,1,8,8,0,0.42
1,0,1,0,0,0,0,1,0,0,1,0,0,8,8,2,1.224915857504047
0,0,1,0,0,1,0,1,0,1,0,1,0,44,320,1,1.2256668436809706
1,0,1,0,0,0,0,1,0,1,1,1,1,8,8,0,1.2268076604785034
1,1,1,0,0,0,0,1,0,1,1,1,1,8,8,0,1.2271218443229244
1,0,1,0,0,0,0,0,1,1,1,1,1,8,8,0,1.2222917763125647
1,0,0,0,0,0,0,0,1,1,1,1,1,8,8,0,1.228894501546361
1,0,1,0,0,0,1,0,0,1,1,1,1,8,8,0,1.2225857106434537
1,1,1,0,0,0,0,1,0,1,0,1,0,8,160,1,1.2215118578342616
1,1,1,1,0,0,0,0,1,0,0,1,0,44,8,2,1.2227044485614007
1,1,1,0,0,0,0,0,1,1,0,0,1,22,320,0,1.2229342620834185
1,0,0,0,0,0,1,0,0,0,0,1,0,8,8,1,1.2282466656302566
1,0,1,0,0,1,0,0,0,1,0,1,1,8,8,0,1.2215998050290613
1,1,1,0,0,0,0,1,0,1,0,1,1,8,8,0,1.2220809716121441
1,0,0,0,1,1,0,0,0,0,0,0,1,8,8,2,1.226862393132885
1,1,1,0,0,0,0,0,0,1,1,1,1,8,8,0,1.2223260686256652
0,1,1,0,0,0,1,1,0,1,0,1,0,8,8,2,1.2226709893009156
0,0,0,1,1,0,0,0,0,0,0,0,1,8,8,1,1.22323159786385
1,0,1,0,1,0,0,0,0,1,0,1,1,8,320,0,1.2229236438484172
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,1,1.227594307436344
1,0,1,1,0,1,0,1,0,1,0,0,1,8,8,0,1.2215060357091652
1,0,1,0,0,1,0,1,1,1,0,1,1,8,160,1,1.2236683225131402
1,1,0,0,0,0,0,0,1,1,0,1,0,8,320,1,1.2238202074586289
0,0,1,0,0,0,0,0,1,1,1,1,1,8,8,1,1.2235369766344255
