id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,0,440,4,hex,33,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,1:1,spatial,0,440,4,hex,33,0,1,none,0,baseline,0.5875531834118634,49,0,200,4,47,5,30,0,1,1,1.37
1180,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,0,440,4,hex,33,1,1,vbr,1,high,0.6407411631595799,44,3,22,2,95,1,51,0,1,1,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,auto,0,487,4,hex,33,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,0,440,4,hex,33,1,0,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
378,1,none,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,auto,0,487,4,hex,33,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,3:-3,spatial,0,440,4,hex,33,0,1,none,0,baseline,0.5875531834118634,49,0,200,4,47,5,30,0,1,0,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,1:1,spatial,0,440,4,hex,33,0,1,none,0,baseline,0.0878387794859161,49,0,200,4,99,6,42,2,1,2,1.37
378,1,p4x4,1,0.3781154147396326,0,11,0,0,18.518682570557125,5:-5,none,0,487,4,hex,33,1,1,none,1,high,0.6168634461312432,44,14,22,2,95,1,21,0,1,1,1.37
1180,1,p4x4,1,0.9844437172708528,2,2,0,0,18.518682570557125,-6:6,spatial,0,440,4,hex,33,1,0,cbr,1,high,0.4806541140111094,44,3,22,2,95,1,51,0,1,1,1.37
841,0,all,2,1.0618025008349397,0,2,1,5,18.518682570557125,-6:6,auto,0,487,4,tesa,54,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
841,0,p8x8,1,0.3365611422871983,0,2,0,0,18.518682570557125,5:-5,temporal,0,440,4,hex,33,1,0,none,1,high,0.6407411631595799,44,3,22,2,95,1,26,0,1,1,1.37
378,1,"p8x8,b8x8,i8x8,i4x4",1,0.9844437172708528,0,11,0,0,18.518682570557125,3:-3,spatial,0,440,4,hex,33,0,1,none,0,baseline,0.5875531834118634,39,3,22,2,95,1,27,0,1,1,1.37
841,0,p8x8,1,0.3365611422871983,0,2,1,0,18.518682570557125,5:-5,spatial,0,440,4,hex,33,1,0,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,1,440,4,hex,33,1,0,none,1,high,0.6407411631595799,44,3,22,2,95,1,26,0,1,1,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,33.09522424186874,5:-5,spatial,0,440,0,hex,50,0,1,none,0,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
378,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,auto,0,487,4,hex,33,1,0,none,1,main,0.6407411631595799,44,12,44,12,95,1,21,0,1,1,1.37
378,0,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,5:-5,spatial,0,440,4,hex,42,0,0,vbr,1,high,0.6407411631595799,44,3,22,2,95,1,51,0,1,1,1.37
1180,1,p4x4,1,0.9844437172708528,0,2,0,0,18.518682570557125,-6:6,none,0,176,4,hex,33,1,0,cbr,1,high,0.6954180673715311,44,6,22,2,95,1,21,1,1,1,1.37
1320,1,p4x4,1,0.9844437172708528,0,11,0,0,18.518682570557125,-6:6,auto,0,487,4,tesa,54,1,1,none,1,high,0.6407411631595799,44,3,22,2,95,1,21,0,1,1,1.37
